"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.3361014129579e-102,1.67591473572923,0.543,0.152,2.9073566745964e-98,"3","CXCL14"
1.39585270896227e-102,3.19843064777335,0.256,0.032,3.03737549470191e-98,"3","SUSD4"
1.92556578515002e-102,1.73588664156844,0.56,0.167,4.19003114848645e-98,"3","GSTA4"
2.7241476810725e-102,0.852000990295657,1,0.894,5.92774535401377e-98,"3","VIM"
3.40471159486937e-102,2.60532444539214,0.294,0.043,7.40865243043575e-98,"3","GUCY1A1"
2.77769707503184e-101,2.02982332746852,0.498,0.138,6.04426883526929e-97,"3","FADS1"
4.21445411284527e-101,2.8973563850972,0.277,0.039,9.17065214955132e-97,"3","PACRG"
7.79477562468305e-101,1.74683414805919,0.565,0.175,1.69614317593103e-96,"3","SNX7"
7.84907478021913e-101,1.27389484751755,0.856,0.441,1.70795867217568e-96,"3","ETFRF1"
1.01117445489401e-100,1.21427728554615,0.799,0.349,2.20031561384937e-96,"3","EMP1"
3.88338865263186e-100,3.02151627835506,0.254,0.032,8.45025370812692e-96,"3","SLCO1C1"
4.15146226549119e-100,2.07830836831708,0.455,0.115,9.03358188970883e-96,"3","CNPY4"
5.69123431416986e-100,1.94967111613368,0.469,0.121,1.23841258676336e-95,"3","TP53I3"
5.95288449892854e-100,1.61775682319049,0.582,0.18,1.29534766696685e-95,"3","JAM2"
1.29744662650409e-99,1.98672467377335,0.529,0.162,2.8232438592729e-95,"3","SLC9A3R1"
1.69128127657441e-99,1.24409158465855,0.844,0.391,3.68022805782592e-95,"3","NCAM1"
2.09398635742669e-99,0.832321104068792,0.993,0.861,4.55651431376048e-95,"3","NDUFA11"
2.7588271982635e-99,1.24554882014577,0.883,0.457,6.00320798342138e-95,"3","PLAAT4"
2.81591072227774e-99,2.2155183524361,0.411,0.094,6.12742173167637e-95,"3","ARHGEF4"
3.81100340691489e-99,1.31692038464431,0.866,0.494,8.29274341344681e-95,"3","GOLIM4"
5.06093003918081e-99,1.46800116751357,0.589,0.185,1.10125837652574e-94,"3","PKIA"
5.66981852373353e-99,2.11607574397623,0.428,0.101,1.23375251076442e-94,"3","C1RL"
8.9507584290284e-99,0.812489371306566,0.955,0.601,1.94768503415658e-94,"3","SPARC"
1.3979776845075e-98,2.55635189117468,0.287,0.043,3.04199944148832e-94,"3","APCDD1"
1.51874013594897e-98,1.96896309427415,0.491,0.136,3.30477853582495e-94,"3","IMMP2L"
6.2447312856843e-98,1.75485077788186,0.466,0.117,1.3588535277649e-93,"3","ASIC4"
9.38018374470726e-98,1.62915785336442,0.62,0.217,2.0411279828483e-93,"3","ATP2B4"
1.1116365461283e-97,1.21933078806551,0.881,0.529,2.41892112437519e-93,"3","UBE2H"
1.14179431464699e-97,1.93549127800829,0.445,0.109,2.48454442867185e-93,"3","ADORA1"
2.22568043398161e-97,1.84817823710498,0.524,0.156,4.84308062434399e-93,"3","AL161772.1"
2.90309231801405e-97,1.33646341726877,0.746,0.308,6.31712888399858e-93,"3","FYN"
4.39199995115046e-97,0.867055396943241,0.988,0.8,9.55699189370339e-93,"3","CD44"
5.23590262580839e-97,2.8058580306117,0.27,0.038,1.1393324113759e-92,"3","LRRC34"
8.66605870083578e-97,1.25737624695894,0.753,0.305,1.88573437330187e-92,"3","NFIB"
9.8355219479416e-97,1.53833394268246,0.593,0.19,2.14020957587209e-92,"3","MRC2"
1.25270447967449e-96,1.33409878497469,0.778,0.35,2.72588494777169e-92,"3","CPNE3"
1.59933023719023e-96,2.33459109220181,0.387,0.085,3.48014259612593e-92,"3","ENHO"
2.21765850817941e-96,0.805327140066286,0.995,0.89,4.82562491379839e-92,"3","UQCR11"
4.44101144807736e-96,1.8656453674703,0.479,0.13,9.66364091101634e-92,"3","ACHE"
6.11230875766974e-96,1.5458474547399,0.419,0.095,1.33003838566893e-91,"3","NRXN1"
7.84193036107794e-96,1.89177183505854,0.488,0.136,1.70640404657056e-91,"3","SULF2"
8.99849664118905e-96,1.88027712625431,0.49,0.138,1.95807286912274e-91,"3","GFPT2"
1.2106200353197e-95,1.93036942486472,0.44,0.11,2.63430919685567e-91,"3","LYPD1"
1.2186290729282e-95,1.71242605605881,0.552,0.17,2.65173686269176e-91,"3","CABIN1"
3.0567826975261e-95,2.14056449380356,0.364,0.075,6.6515591498168e-91,"3","THSD7A"
3.99024723242652e-95,1.30194029719549,0.814,0.411,8.6827779777601e-91,"3","HACD3"
4.83482151795846e-95,1.55424477721365,0.521,0.149,1.05205716230776e-90,"3","SPOCK2"
5.25722027916743e-95,1.77613498069779,0.541,0.17,1.14397113274683e-90,"3","ARRDC4"
5.47425746457537e-95,1.99022413268021,0.405,0.093,1.1911984242916e-90,"3","TSPAN12"
2.34044215305816e-94,1.65479722077178,0.495,0.138,5.09280212505455e-90,"3","SOX6"
3.63833097854235e-94,1.11242095460249,0.942,0.673,7.91700820930816e-90,"3","RDX"
4.38303508551921e-94,0.599906254218549,0.861,0.409,9.5374843460898e-90,"3","TMEM158"
4.39926423599768e-94,1.32406653586496,0.749,0.321,9.57279897753096e-90,"3","ITGB8"
5.39039980107151e-94,2.23592703872353,0.378,0.083,1.17295099671316e-89,"3","CSRNP3"
6.58483261922717e-94,1.2878247570256,0.771,0.324,1.43285957794383e-89,"3","TCEA2"
1.29714426182365e-93,1.8468415218075,0.51,0.152,2.82258591372825e-89,"3","CPSF4"
1.47492610964483e-93,1.35052417733323,0.715,0.28,3.20943921458715e-89,"3","MXRA7"
1.52244881786459e-93,1.95851337722541,0.392,0.088,3.31284862767334e-89,"3","GGT5"
1.62682443653779e-93,0.823021601937836,0.99,0.902,3.53996997390624e-89,"3","COX6C"
2.09164407784726e-93,2.65148147298892,0.285,0.045,4.55141751339563e-89,"3","CACHD1"
3.42837680926273e-93,1.60878294595341,0.619,0.224,7.4601479369557e-89,"3","SPAG16"
9.72277320719096e-93,2.33637274731048,0.352,0.073,2.11567544988475e-88,"3","E2F5"
1.27392542888497e-92,0.745998419252676,0.981,0.603,2.77206173325369e-88,"3","FEZ1"
2.4305546492639e-92,2.11436976990699,0.407,0.098,5.28888691679824e-88,"3","PFKM"
2.63669937930932e-92,1.44864753269207,0.715,0.307,5.73745784937708e-88,"3","ACO2"
3.2512302000865e-92,2.35737501831471,0.333,0.065,7.07467691538823e-88,"3","CNTNAP1"
3.72452488649573e-92,0.723110458790844,1,0.92,8.10456615301471e-88,"3","SELENOW"
4.62210630712957e-92,2.15359552887866,0.376,0.083,1.00577033243139e-87,"3","SOX21"
4.92700878392785e-92,0.609343816623918,0.777,0.315,1.0721171113827e-87,"3","LAPTM4B"
5.09421482135454e-92,2.66652134900281,0.251,0.034,1.10850114512675e-87,"3","CNTN1"
7.50247930761089e-92,2.1686486309058,0.368,0.079,1.63253949733613e-87,"3","PXDN"
7.83437389699467e-92,1.10271278236522,0.522,0.145,1.70475975998604e-87,"3","VCAM1"
8.61014707770979e-92,1.79074104764562,0.514,0.155,1.87356800410965e-87,"3","FHL3"
1.34897343553286e-91,2.1055858852318,0.375,0.082,2.9353661957195e-87,"3","TSHZ2"
1.91975284417475e-91,1.34634778251442,0.725,0.3,4.17738218892425e-87,"3","QTRT1"
2.51012459658809e-91,1.00290008295933,0.928,0.517,5.46203112217569e-87,"3","DDR1"
2.7341872900332e-91,2.27385166275242,0.337,0.066,5.94959154311225e-87,"3","GPR162"
3.36117446661713e-91,1.28800622568894,0.739,0.303,7.31391563935888e-87,"3","SLC22A17"
3.96508888437137e-91,0.954625812763712,0.658,0.269,8.6280334123921e-87,"3","LTF"
5.74014000481777e-91,1.34326245850438,0.78,0.384,1.24905446504835e-86,"3","UBE2L6"
5.98731657915366e-91,1.48403037047957,0.593,0.197,1.30284008762384e-86,"3","SYNE2"
1.35307205838162e-90,2.45104466465878,0.314,0.058,2.94428479903839e-86,"3","AC105942.1"
1.92704716454863e-90,1.01146761262949,0.931,0.57,4.19325463005782e-86,"3","ZBTB20"
2.11689106129458e-90,1.71587370373577,0.524,0.162,4.60635494937701e-86,"3","TCTN1"
4.28512663730747e-90,1.90188288536547,0.469,0.132,9.32443556278105e-86,"3","LPCAT3"
5.59728258357916e-90,1.31928084524659,0.799,0.378,1.21796869018682e-85,"3","POLD2"
8.09348407779888e-90,1.77583154643788,0.435,0.111,1.76114213532904e-85,"3","ADGRL3"
1.33057007262419e-89,1.62199872655176,0.524,0.16,2.89532047803023e-85,"3","LAMB2"
1.97080314226107e-89,1.13415301506426,0.837,0.403,4.28846763756008e-85,"3","MYL6B"
2.06472481147952e-89,2.53275581944149,0.296,0.052,4.49284118977943e-85,"3","RNF175"
2.81365640252815e-89,1.28713842349283,0.93,0.697,6.12251633190125e-85,"3","CKB"
4.43387537562233e-89,2.23763147483967,0.364,0.081,9.64811281735419e-85,"3","SEMA6D"
5.1844934376373e-89,1.67071558201503,0.507,0.15,1.12814577202988e-84,"3","PITPNC1"
5.33163909320334e-89,1.79586422508688,0.442,0.116,1.16016466668105e-84,"3","HOXA10"
5.39777802116081e-89,2.86360759374266,0.254,0.037,1.17455649740459e-84,"3","NFIA-AS2"
5.65592970220747e-89,2.43752851652956,0.409,0.103,1.23073030320034e-84,"3","NCAN"
8.12678602681515e-89,2.57697981969818,0.275,0.044,1.76838863943498e-84,"3","SLC47A2"
1.17700125372866e-88,1.53554256852865,0.546,0.174,2.56115472811356e-84,"3","OBSL1"
1.24259636632336e-88,2.21544096501267,0.352,0.076,2.70388969311964e-84,"3","RHPN2"
2.0712548118379e-88,2.45104466465878,0.299,0.053,4.50705047055926e-84,"3","MAPK4"
3.00062838046218e-88,1.66977445112117,0.536,0.175,6.52936735588571e-84,"3","DEAF1"
3.05841408798697e-88,1.32446444715692,0.739,0.331,6.65510905545964e-84,"3","TMEM9"
7.85484911308835e-88,1.06872668563639,0.909,0.582,1.70921516700802e-83,"3","TMEM9B"
8.11532512543911e-88,2.03984015814914,0.399,0.097,1.76589474729555e-83,"3","GUCY1A2"
1.1770255670574e-87,1.85166439378103,0.498,0.155,2.5612076339169e-83,"3","SERGEF"
2.92376782950331e-87,0.682949534603688,0.99,0.951,6.3621187969992e-83,"3","NDUFA13"
3.48813617324367e-87,2.62381411144633,0.265,0.042,7.59018431297823e-83,"3","PLPP4"
3.81858486615805e-87,2.42537775336923,0.292,0.052,8.30924066875992e-83,"3","GCK"
4.41464609192621e-87,1.77248408694771,0.474,0.138,9.60626989603144e-83,"3","CCDC28B"
6.25739489652582e-87,2.30791878196219,0.323,0.064,1.36160912948402e-82,"3","BMPER"
6.57708241569743e-87,1.23687501495645,0.605,0.202,1.43117313365576e-82,"3","FOXG1"
8.90533388883586e-87,1.47785660285937,0.582,0.199,1.93780065421068e-82,"3","TSPAN7"
9.44305096638025e-87,0.816498227893432,0.998,0.853,2.05480789028434e-82,"3","MARCKS"
1.25426660411284e-86,1.38717146088541,0.713,0.315,2.72928413054955e-82,"3","SPTAN1"
1.43990987256082e-86,1.44859551931496,0.569,0.188,3.13324388269234e-82,"3","FZD3"
1.61507193327294e-86,2.31308269844206,0.299,0.055,3.51439652680192e-82,"3","COL8A1"
1.64829715610965e-86,0.959147553722947,0.945,0.648,3.58669461169459e-82,"3","CLIC4"
3.8724078403943e-86,0.948884050968994,0.936,0.645,8.42635946069799e-82,"3","TIMM13"
7.81916004743316e-86,0.947967462608638,0.954,0.693,1.70144922632145e-81,"3","MICOS13"
9.529819546257e-86,0.877518348636574,0.988,0.911,2.07368873326552e-81,"3","PKM"
1.65749016607582e-85,2.22172189461437,0.345,0.075,3.60669860138098e-81,"3","SYBU"
1.77911585956419e-85,1.67250941884241,0.531,0.176,3.87135611041168e-81,"3","B4GAT1"
2.67810100814058e-85,0.765108545132852,0.993,0.855,5.8275477937139e-81,"3","RABAC1"
2.85893493855533e-85,1.28413182793348,0.677,0.262,6.22104242629641e-81,"3","PALLD"
3.2326856101712e-85,2.61457946476853,0.27,0.045,7.03432388773253e-81,"3","ASTN1"
5.42239059883098e-85,1.75834411970904,0.426,0.112,1.17991219430562e-80,"3","PPIC"
1.34463560932488e-84,1.68003436414513,0.357,0.08,2.92592708589095e-80,"3","SFRP4"
2.94137210798849e-84,2.04042371900395,0.29,0.052,6.40042570698295e-80,"3","ELAVL4"
3.5197947616727e-84,2.52223929262182,0.289,0.053,7.65907340139979e-80,"3","CYP46A1"
5.63328484459192e-84,1.53145581631304,0.6,0.227,1.2258027821832e-79,"3","DAAM1"
6.35270974772345e-84,1.24201974742704,0.816,0.433,1.38234964110462e-79,"3","RAB31"
7.54112367827686e-84,1.68750793163291,0.514,0.165,1.64094851239304e-79,"3","SEMA6A"
1.26827489579779e-83,1.64716028459264,0.287,0.051,2.759766173256e-79,"3","STMN2"
2.84892285149504e-83,0.774158567345396,0.985,0.775,6.19925612485321e-79,"3","TBCB"
2.99824796025643e-83,1.4354698450742,0.596,0.214,6.524187561518e-79,"3","BICD1"
3.81825008149675e-83,2.00274782694274,0.447,0.13,8.30851217733694e-79,"3","ITGA6"
4.07859084661751e-83,1.005736061585,0.918,0.583,8.8750136822397e-79,"3","PYURF"
6.22296699213676e-83,1.60066197901953,0.538,0.181,1.35411761748896e-78,"3","CETN2"
6.72132912420951e-83,1.78926656688679,0.491,0.157,1.46256121742799e-78,"3","ANO6"
7.23928355511894e-83,1.90113167730846,0.393,0.1,1.57526810159388e-78,"3","NEU4"
1.04282083750432e-82,1.65513247365507,0.557,0.195,2.26917814240941e-78,"3","HS2ST1"
1.44871596831603e-82,2.63787065236156,0.256,0.041,3.15240594705569e-78,"3","EPHA5"
1.77561249007163e-82,2.48058986017147,0.251,0.039,3.86373277839586e-78,"3","LRRC17"
3.03794473655809e-82,2.41150610391877,0.304,0.06,6.6105677467504e-78,"3","SLC38A3"
3.438897798719e-82,1.69318929946489,0.44,0.121,7.48304161001254e-78,"3","EHD2"
3.59097755860744e-82,0.837868711643296,0.973,0.818,7.81396716752978e-78,"3","MZT2B"
3.92817587334178e-82,2.14940429182794,0.321,0.067,8.54771070039172e-78,"3","FAM78B"
4.58026803047662e-82,2.02000417776502,0.373,0.09,9.96666323431713e-78,"3","GRIK5"
5.45306069125764e-82,1.27260677956112,0.576,0.193,1.18658600641766e-77,"3","LINC00461"
5.79447415047005e-82,1.50979820413639,0.663,0.282,1.26087757514228e-77,"3","AK1"
5.97233326483788e-82,2.56693664181585,0.263,0.044,1.29957971842872e-77,"3","ANKRD6"
7.76041023655191e-82,1.08459956850488,0.826,0.43,1.6886652674737e-77,"3","EZR"
9.58266663089995e-82,2.14175294344329,0.352,0.082,2.08518825888383e-77,"3","RAB6B"
1.0169289357059e-81,1.12449345692192,0.808,0.412,2.21283736409604e-77,"3","CCN1"
1.1292819080758e-81,1.18215182861561,0.789,0.379,2.45731743197295e-77,"3","ADH5"
1.39124117011763e-81,1.42007948954936,0.631,0.248,3.02734078617596e-77,"3","SMIM30"
1.41995855342918e-81,0.532596006399851,0.998,0.946,3.08982981226189e-77,"3","HMGB1"
1.58174853139521e-81,1.77498989928659,0.466,0.14,3.44188480431598e-77,"3","TCEAL2"
2.6950041441473e-81,1.44057528140785,0.617,0.237,5.86432901766453e-77,"3","FBXO21"
3.01267518720354e-81,1.1060995354619,0.801,0.398,6.5555812073549e-77,"3","PDPN"
3.31825441442871e-81,1.27259065263065,0.72,0.321,7.22052160579687e-77,"3","SSBP4"
4.56471281426321e-81,2.22945754339397,0.33,0.072,9.93281508383675e-77,"3","SYT17"
5.88664132797955e-81,2.55271469875385,0.263,0.045,1.28093315296835e-76,"3","CHL1-AS2"
9.14264469620522e-81,2.47003709840007,0.296,0.058,1.98943948589426e-76,"3","CTNNA2"
9.17794510184054e-81,0.513749701675196,1,0.997,1.9971208541605e-76,"3","CFL1"
1.04085824030792e-80,1.8534493415435,0.411,0.11,2.26490753091004e-76,"3","NUMBL"
1.26645586699226e-80,2.63135394298475,0.256,0.043,2.75580796657516e-76,"3","TNXB"
1.64416014486973e-80,0.948330895297059,1,0.769,3.57769247523652e-76,"3","CRYAB"
2.217182019111e-80,2.04353206325794,0.359,0.086,4.82458807358554e-76,"3","CNIH3"
2.39277745645071e-80,1.69505415846243,0.478,0.148,5.20668374523674e-76,"3","CBY1"
2.82515209798195e-80,1.08239519121919,0.857,0.512,6.14753096520872e-76,"3","LMO4"
3.93737598673895e-80,1.73641753211385,0.503,0.166,8.56773014714395e-76,"3","MEG8"
7.78492369560649e-80,0.945210628476482,0.907,0.541,1.69399939616397e-75,"3","GCSH"
8.55083194202017e-80,2.28285380037206,0.296,0.058,1.86066103058359e-75,"3","AC004540.2"
2.15979918983013e-79,1.51804910780896,0.543,0.189,4.69972303707037e-75,"3","STMN3"
2.63535521073913e-79,1.10874367760789,0.892,0.532,5.73453293856835e-75,"3","CSRP1"
5.45526732442136e-79,0.773987652338683,1,0.755,1.18706616979409e-74,"3","GPM6B"
6.23284176873985e-79,1.63837636322789,0.503,0.166,1.35626636887779e-74,"3","HSD11B1L"
6.61897876284748e-79,1.92391840904564,0.407,0.111,1.44028977879561e-74,"3","SYNC"
7.66431830175137e-79,0.96002063426721,0.919,0.629,1.6677556624611e-74,"3","CAPNS1"
7.72410521367569e-79,1.41849136778399,0.579,0.21,1.68076529449583e-74,"3","ABCD3"
9.25568451055066e-79,1.27407232018091,0.691,0.29,2.01403694949582e-74,"3","ZSCAN18"
1.81708025003108e-78,2.22945754339397,0.301,0.061,3.95396662406763e-74,"3","NTRK3"
1.97850906550216e-78,1.552474054056,0.541,0.192,4.3052357265327e-74,"3","THRA"
1.98548935910715e-78,1.45480862620468,0.529,0.177,4.32042484541715e-74,"3","SEMA5A"
2.22629172406748e-78,1.7334261609929,0.476,0.151,4.84441079157084e-74,"3","L3HYPDH"
2.42229102035359e-78,1.7930111510561,0.418,0.116,5.27090526028941e-74,"3","NLGN1"
2.55183314275116e-78,1.96115541818555,0.357,0.086,5.55278891862652e-74,"3","SLC4A3"
3.25168879107399e-78,1.54140154970871,0.519,0.175,7.075674809377e-74,"3","IFI27L1"
4.10694135973869e-78,1.10765689841439,0.704,0.298,8.9367043987914e-74,"3","MLLT11"
4.71367759193929e-78,2.40137659496837,0.275,0.051,1.02569624400599e-73,"3","TENM4"
8.29154729480939e-78,1.38082213492956,0.612,0.238,1.80424069135052e-73,"3","MAP9"
1.09872303972486e-77,2.41919102591646,0.268,0.049,2.3908213344413e-73,"3","KLHDC9"
1.10409522744437e-77,1.66770478202984,0.488,0.157,2.40251121491894e-73,"3","TCTEX1D2"
1.22266796282118e-77,1.90412284706336,0.405,0.112,2.6605254870989e-73,"3","GATD1"
2.16033544347001e-77,2.04562496858856,0.316,0.068,4.70088992499074e-73,"3","AC007344.1"
2.30109471764916e-77,2.46814208781202,0.273,0.051,5.00718210560457e-73,"3","FAM182A"
2.34153198784913e-77,1.58048086895064,0.527,0.182,5.09517360555971e-73,"3","APOL6"
2.34904397196051e-77,0.690641301962724,0.991,0.887,5.11151968298607e-73,"3","ATP5F1D"
2.83363450818549e-77,0.892935829581063,0.936,0.725,6.16598868981162e-73,"3","POLR2L"
3.01452885020304e-77,1.62496841920148,0.514,0.175,6.55961477804182e-73,"3","TMEM54"
4.47767309549288e-77,0.930282939115261,0.921,0.6,9.74341665579252e-73,"3","PPP2CB"
4.91307224946954e-77,2.29790733027056,0.314,0.069,1.06908452148457e-72,"3","NEK11"
5.14483602848235e-77,1.97287291276096,0.387,0.104,1.11951631979776e-72,"3","DNALI1"
5.56606143287738e-77,2.10460605620889,0.337,0.078,1.21117496779412e-72,"3","DNM1"
6.37562638895519e-77,1.0635488479237,0.875,0.544,1.38733630223665e-72,"3","TMEM205"
6.73620361254142e-77,0.64715547890835,0.998,0.959,1.46579790608901e-72,"3","CIRBP"
7.26321231198049e-77,1.53656692356979,0.553,0.205,1.58047499908695e-72,"3","ZHX1"
1.16458638830742e-76,1.17404527146773,0.768,0.388,2.53413998095695e-72,"3","OCIAD2"
1.27310609297116e-76,1.31566307631636,0.553,0.191,2.77027885830525e-72,"3","FKBP10"
1.4793189377571e-76,1.26169788039418,0.574,0.205,3.21899800855945e-72,"3","POU3F2"
1.9276970170124e-76,0.842968562949137,0.931,0.67,4.19466870901897e-72,"3","AP1S2"
3.13499765593361e-76,2.24171500914926,0.299,0.062,6.82175489931154e-72,"3","ARHGEF17"
4.61143398177068e-76,2.02300666592654,0.357,0.089,1.0034480344333e-71,"3","FBXW9"
5.59214815210251e-76,0.863955105496932,0.991,0.724,1.21685143789751e-71,"3","MAP1B"
8.83339655362839e-76,1.98056430594292,0.375,0.099,1.92214709006954e-71,"3","ARHGEF3"
1.16450540093517e-75,1.36696106714391,0.498,0.16,2.53396375243493e-71,"3","DBN1"
1.32901955216486e-75,1.05407994157511,0.885,0.564,2.89194654551074e-71,"3","TUBB2A"
1.35216842236313e-75,1.0402935940791,0.737,0.32,2.94231848706216e-71,"3","PRUNE2"
1.60549068059136e-75,0.971633993807885,0.897,0.549,3.49354772096681e-71,"3","SNX10"
2.3522992614322e-75,0.851439233545933,0.938,0.701,5.11860319287646e-71,"3","KDELR1"
2.62345842502151e-75,1.47419113248482,0.576,0.223,5.70864553284681e-71,"3","MORN2"
2.79535454669168e-75,1.2487710184508,0.706,0.32,6.08269149360109e-71,"3","APC"
3.4960959880578e-75,1.08352431755628,0.584,0.223,7.60750487001378e-71,"3","MT1E"
3.68238856054807e-75,1.53639477110458,0.448,0.134,8.01287750775259e-71,"3","SLC1A2"
4.09749920508316e-75,2.05612594050841,0.268,0.05,8.91615827026095e-71,"3","MFAP4"
4.44865761235073e-75,0.760434863577451,0.986,0.808,9.6802789644752e-71,"3","SRP9"
4.88860337520099e-75,1.02962371308739,0.689,0.28,1.06376009444374e-70,"3","CHPF"
4.93365984360321e-75,1.98229721690858,0.378,0.101,1.07356438196806e-70,"3","BCKDHB"
4.9524841603124e-75,0.951764455862891,0.904,0.644,1.07766055328398e-70,"3","TMEM147"
5.2728967945635e-75,2.15476017611637,0.318,0.072,1.14738234249702e-70,"3","ADGRA3"
5.56902356653226e-75,2.09532087074243,0.304,0.065,1.21181952807742e-70,"3","ECM2"
6.09728545320715e-75,1.66974783460473,0.478,0.157,1.32676931461787e-70,"3","DAG1"
6.25944747727445e-75,1.09121635119341,0.825,0.461,1.36205577105492e-70,"3","BAD"
6.55626279845253e-75,1.34338829797863,0.632,0.262,1.42664278494327e-70,"3","GLT8D1"
7.36248005463019e-75,2.56689863765266,0.253,0.045,1.60207565988753e-70,"3","GSC"
1.0256605148948e-74,1.4824470345603,0.569,0.216,2.23183728041109e-70,"3","HSDL2"
2.40896486565715e-74,1.92460296186555,0.392,0.109,5.24190754766996e-70,"3","ABAT"
4.90696041068268e-74,1.13371613803203,0.742,0.346,1.06775458536455e-69,"3","CLCN3"
7.36467604767773e-74,1.2523990610631,0.701,0.327,1.60255350797467e-69,"3","DNPH1"
1.5495947501859e-73,2.00274782694274,0.349,0.087,3.37191817640453e-69,"3","F2R"
1.6032193090784e-73,1.10251190754056,0.799,0.399,3.4886052165546e-69,"3","VGLL4"
1.74983138357481e-73,1.58651185856641,0.6,0.255,3.80763309065879e-69,"3","B4GALT5"
2.4342329573925e-73,2.15652602094012,0.326,0.077,5.29689091528608e-69,"3","C1orf53"
2.71962807972989e-73,1.49777171739269,0.538,0.196,5.91791070149224e-69,"3","EFHC1"
2.9334618905637e-73,2.37530840985743,0.29,0.062,6.38321307386661e-69,"3","PRXL2B"
3.39891894930583e-73,0.919671559543343,0.902,0.638,7.39604763368949e-69,"3","POLR2J"
3.47395822850572e-73,0.84397000199103,0.957,0.738,7.55933310522845e-69,"3","SEPTIN2"
3.47811894011209e-73,1.50658160414788,0.524,0.185,7.56838681368391e-69,"3","PLPPR2"
3.8820372088317e-73,0.761565763722685,0.711,0.318,8.44731296641777e-69,"3","TCIM"
5.82132429104404e-73,1.58602263995335,0.503,0.177,1.26672016573118e-68,"3","HOOK2"
6.03646691375718e-73,1.19654292092124,0.699,0.318,1.31353520043356e-68,"3","WASL"
6.6742134037312e-73,1.86731499254725,0.375,0.1,1.45230883665191e-68,"3","NAP1L5"
1.66071429755942e-72,1.61768221153885,0.448,0.14,3.61371431148929e-68,"3","NTHL1"
1.83346876870359e-72,1.0558596360824,0.83,0.467,3.98962804069901e-68,"3","MAGED2"
2.04713001022031e-72,1.87319945576827,0.385,0.107,4.45455490223939e-68,"3","FADD"
2.38440225821789e-72,1.76070945737036,0.402,0.115,5.18845931388214e-68,"3","PNMA2"
2.6120732656182e-72,1.2657010639938,0.61,0.245,5.68387142598521e-68,"3","SKA2"
3.12652421021675e-72,0.7296973652097,0.983,0.834,6.80331668143165e-68,"3","PRDX5"
3.25292067021659e-72,0.426553170427016,1,0.954,7.0783553783913e-68,"3","SEC61G"
3.93293505250026e-72,1.74092223146574,0.409,0.12,8.55806667424056e-68,"3","WDR34"
4.03004224756736e-72,1.35095441677003,0.541,0.196,8.76937193070657e-68,"3","COPZ2"
4.34175260269411e-72,1.17225220449317,0.725,0.35,9.44765366346238e-68,"3","DECR1"
4.98201124151902e-72,0.776352929111952,0.978,0.806,1.08408564615454e-67,"3","NDUFB7"
5.28257523319589e-72,1.18577100904204,0.662,0.279,1.14948837074343e-67,"3","PDLIM2"
1.02796070767156e-71,1.79511948815619,0.407,0.121,2.23684249989331e-67,"3","EFS"
1.05073385218271e-71,0.590217663579961,0.997,0.985,2.28639686234958e-67,"3","CD81"
1.35854715884379e-71,1.68019165239805,0.402,0.115,2.95619861764408e-67,"3","KCNE4"
1.39698575947522e-71,2.17270276509674,0.314,0.074,3.03984101261808e-67,"3","NME5"
1.94739609760712e-71,1.93706495796138,0.34,0.085,4.23753390839308e-67,"3","LRFN4"
2.15446048911428e-71,1.15623281302611,0.636,0.261,4.68810602431268e-67,"3","LSAMP"
2.86494327353261e-71,0.889631194155957,0.558,0.192,6.23411656320695e-67,"3","MAP2"
3.09414874084751e-71,0.842301439868048,0.938,0.694,6.73286766008419e-67,"3","MLF2"
3.2562722262313e-71,1.64768332030386,0.483,0.167,7.08564836427932e-67,"3","COL9A2"
4.49164533205137e-71,2.20599857056998,0.282,0.059,9.77382024254379e-67,"3","CAMK2G"
6.59002405188301e-71,1.552857025498,0.459,0.149,1.43398923368974e-66,"3","HYAL2"
8.76546231143235e-71,1.15598468987321,0.71,0.325,1.90736459896768e-66,"3","ERI3"
1.86110667146181e-70,1.68431832193251,0.433,0.135,4.0497681171009e-66,"3","UBE2D4"
2.0830501075296e-70,2.0557593788496,0.292,0.063,4.5327170339844e-66,"3","LHFPL3"
2.24450358198698e-70,1.75486319943467,0.373,0.101,4.88403979440366e-66,"3","DDAH1"
2.77083938198674e-70,1.34944376397163,0.619,0.266,6.02934649520314e-66,"3","NUDT16L1"
3.3035906861193e-70,0.572169025395513,0.997,0.956,7.18861333299559e-66,"3","SARAF"
3.68446509315964e-70,2.31007600360225,0.27,0.055,8.01739604271538e-66,"3","ALDH1L1"
4.54336332374856e-70,1.72262756819564,0.4,0.117,9.88635859247687e-66,"3","CROT"
4.62078941310955e-70,0.279849356750503,0.983,0.717,1.00548377629264e-65,"3","S100B"
7.04763550363583e-70,1.61738319705557,0.395,0.113,1.53356548559116e-65,"3","C3orf70"
7.34404971546424e-70,1.97488471630837,0.287,0.061,1.59806521808502e-65,"3","SCN3A"
9.27463398750663e-70,1.57520300013732,0.419,0.126,2.01816035568144e-65,"3","NCALD"
1.03589792411073e-69,1.96926308934514,0.337,0.085,2.25411388286494e-65,"3","MIR497HG"
1.07140713201441e-69,1.96792908241601,0.321,0.077,2.33138191926337e-65,"3","ABLIM1"
1.13882135668138e-69,1.7574300655303,0.393,0.114,2.47807527213868e-65,"3","CHST10"
