"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.01900112005163e-35,1.04774662757395,0.416,0.187,1.96253464372323e-30,"3","ARMCX1"
9.71217270052861e-35,1.07234427057614,0.44,0.207,2.11336877963503e-30,"3","MRPS14"
1.06313998919854e-34,1.35721309059234,0.285,0.103,2.31339261649603e-30,"3","GTF2H2"
1.1104123790201e-34,0.948331297267056,0.486,0.238,2.41625733674774e-30,"3","HPF1"
1.23081015279437e-34,0.606050189645547,0.624,0.331,2.67824289248054e-30,"3","SLC6A8"
1.25614473891134e-34,1.07596790160422,0.411,0.184,2.73337095187108e-30,"3","IPO9"
1.28569912841274e-34,1.35626232846646,0.289,0.105,2.79768130342612e-30,"3","ZNF528-AS1"
1.32386340831601e-34,0.94545890413893,0.445,0.202,2.88072677649565e-30,"3","ZNF708"
1.67973997438426e-34,0.599379919894171,0.765,0.487,3.65511418426015e-30,"3","COPRS"
1.73873512073914e-34,0.594955581871499,0.79,0.548,3.78348762272836e-30,"3","LSM4"
2.03839475248988e-34,1.28759171937873,0.325,0.128,4.43554698141798e-30,"3","MTRES1"
2.34241485013032e-34,0.8504697045753,0.581,0.314,5.09709471388358e-30,"3","SUMF2"
2.42214217689363e-34,0.994992289756948,0.419,0.189,5.27058137692053e-30,"3","STIM2"
2.63027158476973e-34,1.30190933774226,0.344,0.143,5.72347096845893e-30,"3","DMAC2L"
2.71515005726473e-34,0.644088248636314,0.784,0.505,5.90816652460806e-30,"3","APEX1"
2.88660755405217e-34,1.38146063683902,0.318,0.126,6.28125803761752e-30,"3","OSGIN2"
3.36444018976617e-34,1.042791317941,0.5,0.261,7.32102185293118e-30,"3","ZDHHC4"
3.60619416988844e-34,1.40794455833971,0.268,0.094,7.84707851367726e-30,"3","ZNF883"
3.61397876971135e-34,0.861554019706222,0.548,0.288,7.8640178028919e-30,"3","CLN5"
3.78595923757156e-34,0.567828032179696,0.847,0.607,8.23824730095571e-30,"3","DCTN3"
4.23806305376262e-34,0.354792978069702,0.887,0.648,9.22202520498747e-30,"3","JPT1"
4.28595830657103e-34,1.36118173590393,0.299,0.113,9.32624527509855e-30,"3","TNFAIP1"
4.4621603589164e-34,0.845910330242942,0.311,0.115,9.70966094100209e-30,"3","PLPPR1"
4.62604797956802e-34,0.716934927954305,0.747,0.492,1.006628040354e-29,"3","NDUFV1"
5.15808356507666e-34,1.43043098109551,0.273,0.097,1.12239898376068e-29,"3","ZNF117"
5.3258946610515e-34,1.19971019999992,0.34,0.138,1.15891467824481e-29,"3","ZDHHC21"
5.38293619613126e-34,0.989934844320895,0.424,0.193,1.17132691627816e-29,"3","MBIP"
5.99445487414931e-34,1.17004405788697,0.337,0.136,1.30439338061489e-29,"3","FAM135A"
6.3707127034104e-34,1.47500452249892,0.254,0.086,1.3862670842621e-29,"3","ZNF181"
7.13973111347763e-34,1.17742684063376,0.357,0.15,1.55360549029273e-29,"3","FBXO3"
7.71377408748033e-34,1.43095708166972,0.277,0.1,1.67851724143572e-29,"3","DENND1B"
7.78004825524745e-34,1.36741481617765,0.304,0.118,1.69293850034185e-29,"3","GCAT"
8.32287158564741e-34,1.1294287250627,0.376,0.161,1.81105685703688e-29,"3","PCMTD2"
1.05390119585192e-33,1.40870833710838,0.292,0.11,2.29328900217378e-29,"3","FBXL17"
1.13891592515388e-33,1.04811633884211,0.431,0.202,2.47828105313484e-29,"3","LYST"
1.20252190513018e-33,1.06585213840293,0.436,0.207,2.61668766556327e-29,"3","NMD3"
1.53940030807781e-33,1.19895545499663,0.354,0.149,3.34973507037732e-29,"3","SAYSD1"
1.66933553060907e-33,0.592275359542555,0.533,0.256,3.63247411460533e-29,"3","PCBP4"
1.76057731249783e-33,1.00768791293311,0.464,0.228,3.83101623199529e-29,"3","DERA"
1.96512008883215e-33,0.82846781860076,0.605,0.344,4.27610131329875e-29,"3","HMG20B"
1.98517508550708e-33,1.16694834191596,0.364,0.156,4.31974098606341e-29,"3","C14orf132"
1.99720162252391e-33,0.655420840468027,0.644,0.351,4.34591073061204e-29,"3","SLC16A1"
2.09022172494753e-33,1.24831657064529,0.342,0.142,4.54832247348583e-29,"3","ST6GALNAC6"
2.09773074321496e-33,1.42787110179598,0.278,0.102,4.56466209723576e-29,"3","MACROD1"
2.24943129442291e-33,1.09195401964404,0.347,0.141,4.89476249666426e-29,"3","EPB41L1"
2.2505957771378e-33,1.17509184027742,0.337,0.136,4.89729641105185e-29,"3","INTS3"
2.36761001367637e-33,1.17652809145717,0.338,0.138,5.15191938975979e-29,"3","RPAP2"
2.5191458387901e-33,1.25337617030019,0.323,0.128,5.48166134520725e-29,"3","RFTN2"
2.6026511159215e-33,1.03639938168615,0.421,0.195,5.66336882824519e-29,"3","COQ4"
2.65928380384626e-33,1.36619388018571,0.294,0.111,5.78660155716945e-29,"3","HMBS"
2.84554857464637e-33,1.0469640827272,0.423,0.197,6.1919136984305e-29,"3","NCOA1"
3.3620900075786e-33,0.807756313834116,0.529,0.265,7.31590785649104e-29,"3","AOPEP"
3.533625897157e-33,0.581424021387297,0.873,0.639,7.68916995221363e-29,"3","TMEM167A"
4.15649433365801e-33,0.672522075782968,0.747,0.484,9.04453167003984e-29,"3","RAB14"
4.19905867667971e-33,1.21823028797072,0.361,0.156,9.13715168045504e-29,"3","CARM1"
4.22444696802438e-33,1.18147751449215,0.318,0.124,9.19239660242105e-29,"3","FSD1"
4.26300069031612e-33,0.786379739080029,0.629,0.366,9.27628950212788e-29,"3","TIMMDC1"
4.4928083672525e-33,0.895720146216975,0.498,0.252,9.77635100714143e-29,"3","COMMD2"
4.84469512692119e-33,0.811744256564356,0.526,0.267,1.05420565961805e-28,"3","SUGP2"
5.08632900257191e-33,0.781658748957772,0.387,0.165,1.10678519095965e-28,"3","CAMK1"
5.31675728454739e-33,0.713156685914892,0.687,0.407,1.15692638511751e-28,"3","CLPTM1"
5.82059820601966e-33,1.21621303688448,0.361,0.157,1.26656216962988e-28,"3","ERAL1"
6.03985254563799e-33,0.870845477577946,0.483,0.235,1.31427191393083e-28,"3","TJP1"
6.30165661668091e-33,0.711244596139731,0.46,0.218,1.37124047978977e-28,"3","STMN4"
6.34563843703466e-33,0.704769215094272,0.708,0.441,1.38081092389874e-28,"3","MFF"
6.36658608755193e-33,0.679715153717865,0.589,0.31,1.3853691326513e-28,"3","SEPTIN9"
6.43335694368612e-33,0.764616488194513,0.589,0.316,1.3998984709461e-28,"3","CYP51A1"
6.70785057332398e-33,1.20169201501126,0.33,0.134,1.4596282847553e-28,"3","ZNF426"
6.74867458892276e-33,0.61867107258199,0.765,0.492,1.46851159054959e-28,"3","FNTA"
7.094744920303e-33,0.56684465084761,0.885,0.691,1.54381649465793e-28,"3","DDT"
7.32264741459383e-33,0.44665414837602,0.957,0.797,1.59340807741562e-28,"3","TMED10"
7.63136758649586e-33,1.21303199548086,0.373,0.166,1.6605855868215e-28,"3","KIFAP3"
8.48482240460821e-33,0.586863278073978,0.851,0.628,1.84629735524275e-28,"3","NDUFB5"
9.29913536973257e-33,0.928921742503446,0.44,0.206,2.02349185645381e-28,"3","ZDHHC17"
9.62696338731594e-33,0.978096897892262,0.414,0.189,2.09482723307995e-28,"3","APBA2"
1.09571621178222e-32,1.27478153390346,0.306,0.119,2.38427847683811e-28,"3","SNAP47"
1.10096532779169e-32,0.969142638913769,0.515,0.272,2.39570055327471e-28,"3","HNMT"
1.12082618723601e-32,0.862500747681063,0.543,0.291,2.43891778342555e-28,"3","SSBP2"
1.16291248367945e-32,0.87715579946309,0.509,0.261,2.53049756448648e-28,"3","SNX13"
1.17712508544092e-32,1.35201072567793,0.284,0.106,2.56142418591945e-28,"3","PPOX"
1.31787292552607e-32,1.12469980218084,0.364,0.157,2.86769148594474e-28,"3","C19orf12"
1.36079239636697e-32,0.914866090025039,0.495,0.251,2.96108425449452e-28,"3","UQCC3"
1.44123220947503e-32,1.11439916616884,0.387,0.174,3.13612128781766e-28,"3","TMEM218"
1.45381856754855e-32,1.20901979600165,0.359,0.156,3.16350920298565e-28,"3","RUVBL1"
1.53018686926856e-32,0.870338889198191,0.529,0.276,3.32968662752839e-28,"3","EIF2AK2"
1.70981549338236e-32,0.617930796286178,0.797,0.556,3.72055851360002e-28,"3","POLR2E"
1.90846217213076e-32,1.47191558778452,0.275,0.102,4.15281368655653e-28,"3","DNAAF5"
2.0905090713883e-32,0.642839151482833,0.773,0.521,4.54894773934095e-28,"3","HADHB"
2.24080812834449e-32,1.18805742740267,0.33,0.135,4.87599848727761e-28,"3","FKBP14"
2.2640855960924e-32,1.01795343820026,0.419,0.196,4.92665025709707e-28,"3","TSTA3"
2.28218272621279e-32,0.36872394885958,0.94,0.73,4.96602961223902e-28,"3","DST"
2.59434953214047e-32,1.07277796273945,0.426,0.205,5.64530458193767e-28,"3","NPEPL1"
2.66070916442995e-32,1.17009476149254,0.349,0.148,5.78970314179957e-28,"3","CTSO"
2.79328732124973e-32,1.23637695733376,0.311,0.123,6.07819321103941e-28,"3","PTPRN2"
2.81916164845242e-32,0.65230996794013,0.758,0.513,6.13449574703247e-28,"3","MRPS21"
3.10564653889839e-32,0.611839477810657,0.696,0.433,6.75788686864289e-28,"3","TNFRSF12A"
3.17855257506062e-32,1.06051873041093,0.376,0.166,6.91653040333192e-28,"3","MRAS"
3.22387597138891e-32,1.38581641555699,0.27,0.098,7.01515411374228e-28,"3","TMTC3"
3.31131087660444e-32,0.976355255820145,0.457,0.224,7.20541246749126e-28,"3","UBA3"
3.52158437100883e-32,1.38342025008029,0.282,0.106,7.6629675913152e-28,"3","MTERF2"
3.53738150225675e-32,0.811815117062145,0.552,0.292,7.69734214891068e-28,"3","PMPCB"
3.62604748602561e-32,0.91121315114127,0.442,0.212,7.89027932959173e-28,"3","PLPP3"
3.62995950228897e-32,1.13537191586325,0.38,0.171,7.8987918769808e-28,"3","RAB29"
3.82039676224452e-32,0.922766887750863,0.481,0.242,8.31318335464408e-28,"3","FBXL5"
3.89962458906718e-32,0.715049637193741,0.662,0.385,8.48558310581019e-28,"3","TMEM30A"
4.05678799630075e-32,1.14368814834901,0.352,0.151,8.82757067995044e-28,"3","ASF1A"
4.62867499024938e-32,1.27289680465887,0.33,0.138,1.00719967787826e-27,"3","KIF9"
4.67298598467876e-32,0.729104797205443,0.546,0.28,1.0168417502661e-27,"3","KIF3A"
4.86303037916597e-32,0.512235884526179,0.818,0.558,1.05819541050652e-27,"3","RNF187"
4.99554502498142e-32,1.05350069504781,0.313,0.125,1.08703059743596e-27,"3","SLC9A3R2"
5.08470272348179e-32,0.54962007780354,0.895,0.748,1.10643131262964e-27,"3","SELENOF"
5.20222390727358e-32,0.740671704133814,0.663,0.399,1.13200392222273e-27,"3","SDHC"
5.29789009333416e-32,1.08873251840023,0.356,0.152,1.15282088430951e-27,"3","FARP1"
5.31609627536809e-32,1.23615219596798,0.33,0.137,1.1567825495201e-27,"3","PUSL1"
5.37654948017992e-32,0.981284318455133,0.409,0.189,1.16993716688715e-27,"3","ZNF92"
5.40259108377824e-32,0.750709338763782,0.66,0.409,1.17560381983015e-27,"3","NUTF2"
5.78444944543902e-32,1.07907636697291,0.388,0.177,1.25869619932753e-27,"3","COQ9"
5.92120347883338e-32,0.675886881895731,0.725,0.458,1.28845387699414e-27,"3","C7orf50"
5.99177310121889e-32,1.17035703116739,0.357,0.155,1.30380982682523e-27,"3","CHST2"
6.26667957200439e-32,0.792522325961236,0.706,0.452,1.36362947486816e-27,"3","TIPARP"
6.46686897050604e-32,1.00706512205752,0.402,0.183,1.40719068798211e-27,"3","PCYOX1"
6.94297823762723e-32,1.38601532109845,0.282,0.107,1.51079206450768e-27,"3","CLDN12"
7.30732618857348e-32,0.879008161973679,0.503,0.26,1.59007417863359e-27,"3","TTC14"
7.87922544249491e-32,0.980041948290976,0.399,0.181,1.71451945628689e-27,"3","PKIG"
8.76875268248242e-32,0.981001602483069,0.488,0.254,1.90808058370818e-27,"3","GNB4"
9.19700993866149e-32,0.933136104642674,0.411,0.186,2.00126936265274e-27,"3","TEAD1"
9.42039730199508e-32,1.39504360911195,0.259,0.093,2.04987845291413e-27,"3","ZNF211"
9.66710120816846e-32,1.29909173123102,0.292,0.113,2.10356122289746e-27,"3","PJA1"
9.74645753105791e-32,0.671146339896282,0.77,0.534,2.1208291587582e-27,"3","FEZ2"
9.97148983497165e-32,0.968845799827032,0.428,0.201,2.16979618808983e-27,"3","POMGNT1"
1.01284832494911e-31,1.41528893574564,0.251,0.088,2.20395795508927e-27,"3","SAMD9L"
1.02693088919972e-31,0.878792920587057,0.478,0.24,2.23460161489858e-27,"3","NT5C3B"
1.09841601719538e-31,1.16870351231487,0.338,0.142,2.39015325341714e-27,"3","TMEM129"
1.11377532112717e-31,0.782800286388304,0.522,0.271,2.42357509877272e-27,"3","GCLM"
1.18904994677709e-31,1.40949257248112,0.278,0.106,2.58737268418694e-27,"3","GPKOW"
1.19159873372977e-31,1.1728023265364,0.359,0.158,2.59291884459598e-27,"3","SLC20A2"
1.32469700079822e-31,0.839782476236553,0.505,0.256,2.88254067373694e-27,"3","HEBP2"
1.32835858128113e-31,0.810232247151694,0.548,0.295,2.89050827286774e-27,"3","TMEM222"
1.34854361092835e-31,0.828287773843034,0.521,0.271,2.93443089738009e-27,"3","CNOT4"
1.45255190777082e-31,0.307726661487945,0.997,0.966,3.16075295130931e-27,"3","ANXA5"
1.53627650443581e-31,0.569040800407282,0.845,0.62,3.34293767365232e-27,"3","NDUFS8"
1.55437601987898e-31,0.459451687463757,0.596,0.298,3.38232221925667e-27,"3","RETREG1"
1.82578764080963e-31,0.885690463812471,0.473,0.237,3.97291390640175e-27,"3","FAM126A"
1.89621943620834e-31,0.649856061191781,0.735,0.468,4.12617349318934e-27,"3","ACTR10"
1.93336564671571e-31,1.13310247949884,0.326,0.134,4.20700364725339e-27,"3","UTRN"
2.06513935116126e-31,1.30404685981465,0.271,0.1,4.49374322812691e-27,"3","DYNC2H1"
2.16950939300463e-31,0.880807441449028,0.507,0.265,4.72085243917807e-27,"3","RFNG"
2.17513731049478e-31,1.01971166475771,0.43,0.208,4.73309878763664e-27,"3","MTA1"
2.20702749383274e-31,0.779931667729836,0.598,0.342,4.80249182658004e-27,"3","HNRNPH2"
2.52448189516163e-31,0.817634367852999,0.455,0.221,5.4932726038717e-27,"3","KLHL7"
2.57261391669018e-31,0.656209841706658,0.682,0.408,5.59800788271783e-27,"3","UGP2"
2.63118543628639e-31,0.966672071223272,0.423,0.2,5.72545950935919e-27,"3","SACS"
2.85183192336606e-31,0.415367966958958,0.967,0.834,6.20558626524456e-27,"3","LAMP1"
3.0247244892065e-31,0.908910678904969,0.512,0.275,6.58180048851335e-27,"3","PRKRIP1"
3.07135634153531e-31,1.29504588502155,0.296,0.116,6.68327139918082e-27,"3","GNPDA2"
4.12304016060248e-31,1.26916725319594,0.316,0.131,8.971735389471e-27,"3","ZNF621"
4.26262299349559e-31,0.96328343002961,0.467,0.24,9.2754676338464e-27,"3","PINK1"
4.40168015186462e-31,0.517667428820613,0.67,0.377,9.57805601045742e-27,"3","IDH1"
4.65619013414766e-31,1.0149861029984,0.407,0.192,1.01318697319053e-26,"3","STK19"
4.9777001867596e-31,1.27075395976504,0.29,0.113,1.08314756063889e-26,"3","NEK1"
5.37331501075049e-31,0.869125936205262,0.509,0.27,1.16923334633931e-26,"3","VAT1"
5.99767780058667e-31,0.965001062490979,0.448,0.226,1.30509468940766e-26,"3","PTPA"
6.22038673205189e-31,0.811347210065504,0.536,0.287,1.35355615289449e-26,"3","DANCR"
6.29250398690662e-31,0.985809562017471,0.436,0.212,1.36924886755088e-26,"3","DDX1"
6.54576660658141e-31,1.3423515997999,0.321,0.136,1.42435881359212e-26,"3","LRCH3"
6.62238344167823e-31,1.09961277902329,0.388,0.18,1.44103063690918e-26,"3","TMEM175"
6.90010801315593e-31,1.32202366213004,0.28,0.107,1.50146350366273e-26,"3","LIN7B"
7.09339168340813e-31,0.62230717421907,0.813,0.6,1.54352203030961e-26,"3","TRAPPC1"
7.157225388005e-31,1.28802143588858,0.328,0.139,1.55741224442989e-26,"3","ZBED3"
7.50452657964976e-31,1.0737120482631,0.323,0.131,1.63298498373179e-26,"3","DPP6"
7.55791632340338e-31,0.557274000642162,0.838,0.682,1.64460259197258e-26,"3","TKT"
7.768405556445e-31,0.270668189720078,0.919,0.718,1.69040504908243e-26,"3","C4orf48"
8.62547428501633e-31,0.563774426681808,0.802,0.556,1.87690320441955e-26,"3","LSM5"
9.00811020124747e-31,0.771450005149569,0.546,0.292,1.96016477979145e-26,"3","PTPRA"
9.85113532427051e-31,0.385664532819979,0.981,0.901,2.14360704656126e-26,"3","COX6B1"
1.00034751968773e-30,1.37619291746439,0.253,0.091,2.17675620284051e-26,"3","ABHD6"
1.04557528410321e-30,1.13597864353603,0.354,0.155,2.27517181820858e-26,"3","SIN3B"
1.07267843585762e-30,0.694298598593428,0.656,0.405,2.33414827642617e-26,"3","CYB5A"
1.10103529992617e-30,0.666049185673156,0.629,0.362,2.39585281263934e-26,"3","CENPX"
1.1398406385226e-30,1.04329743921686,0.412,0.198,2.48029322942517e-26,"3","SUCLG2"
1.24852216088226e-30,0.250556453335844,1,0.988,2.7167842220798e-26,"3","HNRNPA2B1"
1.31364543043589e-30,1.41956042677391,0.254,0.093,2.85849245662849e-26,"3","CBWD5"
1.31486561561686e-30,0.984345045557439,0.438,0.217,2.86114757958228e-26,"3","VPS25"
1.32756018288132e-30,0.717634981580247,0.586,0.324,2.88877095794976e-26,"3","ABI2"
1.47111399083353e-30,0.888817188244438,0.497,0.26,3.20114404405377e-26,"3","KEAP1"
1.50660324607402e-30,1.32779546258726,0.271,0.102,3.27836866345707e-26,"3","RABEPK"
1.52027903780275e-30,0.577332924308991,0.931,0.839,3.30812718625879e-26,"3","SOCS3"
1.63433495780124e-30,0.915926164192552,0.515,0.273,3.5563128681755e-26,"3","ZMAT3"
1.64278476954301e-30,1.40607719741029,0.256,0.094,3.57469965852559e-26,"3","OGG1"
1.68193625274118e-30,0.484492443501796,0.888,0.673,3.6598932859648e-26,"3","PRDX4"
1.80915966526993e-30,0.87528456980937,0.479,0.246,3.93673143162737e-26,"3","RUVBL2"
1.81273487494159e-30,0.588905021553233,0.813,0.596,3.9445110878729e-26,"3","C1QBP"
1.8431195230071e-30,1.01843393613672,0.402,0.189,4.01062808206345e-26,"3","SDHAF3"
1.87628972864852e-30,1.27999027741296,0.285,0.111,4.08280644953918e-26,"3","ZFP90"
1.87709515745449e-30,1.29144443028967,0.309,0.128,4.08455906262097e-26,"3","SLC38A6"
1.88493371118994e-30,1.07375996639118,0.349,0.15,4.10161575554931e-26,"3","RBM28"
2.09320803976604e-30,0.728906226665264,0.593,0.326,4.5548206945309e-26,"3","TPD52"
2.12834351207137e-30,0.698942826695191,0.514,0.262,4.63127548226731e-26,"3","BMERB1"
2.13551402663322e-30,0.495913555197589,0.619,0.326,4.64687852195389e-26,"3","CADM4"
2.25089016047451e-30,1.0429961660721,0.38,0.172,4.89793698919254e-26,"3","SYNE1"
2.30810832250526e-30,1.08649958955193,0.364,0.163,5.02244370977144e-26,"3","ABCB8"
2.40504801026752e-30,0.761376342968433,0.612,0.362,5.23338447034212e-26,"3","MRPL28"
2.41149826963306e-30,0.74019917265628,0.643,0.391,5.24742023472155e-26,"3","TRAPPC3"
2.72320948253896e-30,0.987307280512646,0.335,0.14,5.92570383400478e-26,"3","SLC40A1"
2.72400512925898e-30,0.707271186454337,0.577,0.314,5.92743516126755e-26,"3","MBD3"
3.00022165043584e-30,0.801596003757543,0.546,0.298,6.52848231134839e-26,"3","MTLN"
3.19974537080098e-30,0.9505287783665,0.459,0.234,6.96264592686293e-26,"3","ARFRP1"
3.30008721754026e-30,0.911358181085823,0.447,0.222,7.1809897853676e-26,"3","SMAD5"
3.40905992225078e-30,1.12590135156737,0.33,0.139,7.41811439081769e-26,"3","BTBD2"
3.41804122097638e-30,0.942381752453748,0.45,0.225,7.43765769684461e-26,"3","TAB2"
3.46966405218051e-30,1.37475709654294,0.263,0.098,7.5499889775448e-26,"3","MYL5"
3.474268193765e-30,0.647374413210347,0.687,0.42,7.56000758963263e-26,"3","SNX17"
3.64461065751294e-30,0.713029464639844,0.66,0.399,7.93067279074815e-26,"3","MRPS12"
3.69625585191529e-30,1.19233808783327,0.338,0.148,8.04305273376767e-26,"3","ATAT1"
3.72402133911938e-30,0.737437104623348,0.581,0.32,8.10347043392378e-26,"3","MALSU1"
3.98547334981133e-30,1.09056994973918,0.344,0.148,8.67239000918946e-26,"3","FUZ"
4.26186621957548e-30,1.24719062931899,0.302,0.123,9.27382089379624e-26,"3","TMEM150A"
4.39503002011496e-30,0.51807997876799,0.811,0.545,9.56358532377015e-26,"3","CCT2"
4.39800665673774e-30,1.26543684049954,0.289,0.114,9.57006248506131e-26,"3","NAT8L"
4.97748734612665e-30,0.564849931107908,0.814,0.583,1.08310124651716e-25,"3","PIN1"
5.06073702187322e-30,1.34555460831684,0.29,0.117,1.10121637595961e-25,"3","HHLA3"
5.18431773895736e-30,1.2658863303487,0.306,0.125,1.12810753999712e-25,"3","TMOD1"
5.22694731758206e-30,0.966423137560177,0.448,0.227,1.13738373630586e-25,"3","ACAT1"
5.57998309872757e-30,0.679527058827577,0.627,0.361,1.21420432228312e-25,"3","CTSA"
6.21538305201203e-30,0.944560179451575,0.462,0.237,1.35246735211782e-25,"3","MBOAT7"
6.22976795178527e-30,0.800004354477065,0.574,0.329,1.35559750630847e-25,"3","URM1"
6.71890793875551e-30,0.730588453311656,0.591,0.334,1.4620343674732e-25,"3","ITGAE"
6.78310132761261e-30,0.732711367536087,0.622,0.364,1.4760028488885e-25,"3","FKBP3"
6.79564324944704e-30,0.974360956984817,0.447,0.224,1.47873197107968e-25,"3","WBP1"
7.2023020041147e-30,0.651723824623298,0.375,0.162,1.56722091609536e-25,"3","CA12"
7.44518965309203e-30,1.21917457013211,0.332,0.144,1.62007326851283e-25,"3","KATNAL1"
7.55648597759944e-30,0.938820730261131,0.46,0.234,1.64429134872564e-25,"3","ASL"
8.08874825003368e-30,1.30129754515409,0.297,0.121,1.76011161920733e-25,"3","POMT1"
8.15306741329051e-30,0.987473083111255,0.419,0.203,1.77410746913201e-25,"3","PHAX"
8.38945540759867e-30,1.33981799083648,0.268,0.102,1.82554549669347e-25,"3","SAAL1"
9.22905087938279e-30,1.12018547550074,0.349,0.154,2.0082414713537e-25,"3","NADK"
9.49891941729414e-30,0.530538853375729,0.711,0.422,2.0669648652032e-25,"3","CTTN"
9.73594313487252e-30,1.2008883911972,0.314,0.131,2.11854122614826e-25,"3","PIGQ"
1.0165772594845e-29,0.80818424231895,0.485,0.248,2.21207211663828e-25,"3","CLASP2"
1.04234570452609e-29,1.1450653561036,0.356,0.16,2.26814425304877e-25,"3","SLC25A1"
1.12503703690479e-29,1.27836714387492,0.27,0.103,2.44808059230481e-25,"3","TTLL3"
1.13412328936917e-29,1.11032638976782,0.251,0.091,2.4678522776673e-25,"3","CCDC80"
1.14013613828871e-29,1.41439958047701,0.259,0.098,2.48093623691622e-25,"3","MAP3K12"
1.15888121909227e-29,0.758501937083344,0.632,0.382,2.52172553274479e-25,"3","VPS35"
1.18319913138842e-29,0.938395040320616,0.459,0.236,2.5746413099012e-25,"3","MDP1"
1.18574959626851e-29,0.870193297233635,0.483,0.251,2.58019112148027e-25,"3","DGCR6L"
1.21456978775281e-29,1.0555896724822,0.253,0.091,2.64290385815012e-25,"3","SOD3"
1.4530697471488e-29,0.994917385416914,0.423,0.206,3.16187976979579e-25,"3","MAPKAP1"
1.46383358556631e-29,0.937048535426663,0.448,0.226,3.18530188219228e-25,"3","HDAC3"
1.46769923182508e-29,1.10517520750737,0.393,0.19,3.19371352845138e-25,"3","NMT1"
1.49992231189218e-29,0.981427562175145,0.359,0.157,3.26383095067738e-25,"3","METTL7A"
1.50895373513729e-29,1.36438712348008,0.256,0.095,3.28348332765875e-25,"3","ARNT2"
1.59475714157216e-29,0.5998412857643,0.735,0.471,3.47019154006103e-25,"3","GDI1"
1.6569642568613e-29,0.61788105006824,0.668,0.385,3.60555422293019e-25,"3","TSEN34"
1.65829568640913e-29,0.955282579954977,0.416,0.201,3.60845141362626e-25,"3","ZNF91"
1.67586867390304e-29,0.74981096269205,0.505,0.261,3.64669023441302e-25,"3","MINDY2"
1.6766973247474e-29,0.770969788081729,0.533,0.287,3.64849337865033e-25,"3","NIFK"
1.83487938737571e-29,0.760465953327404,0.524,0.28,3.99269754692955e-25,"3","LPCAT1"
1.93864077538133e-29,1.05482553927413,0.388,0.184,4.21848232722978e-25,"3","WDR18"
2.01853392499387e-29,0.437819416117336,0.875,0.608,4.39232982078667e-25,"3","PRMT1"
2.02369125185525e-29,0.840754191928589,0.497,0.26,4.40355216403703e-25,"3","IFT57"
2.11019665205816e-29,1.33185855063927,0.254,0.094,4.59178791487855e-25,"3","CIITA"
2.20593547084917e-29,1.00071801529164,0.435,0.221,4.80011558456779e-25,"3","POP5"
2.30156807704563e-29,1.08798511744109,0.337,0.146,5.00821213565129e-25,"3","FAM98C"
2.35934336919323e-29,0.898168602110466,0.44,0.217,5.13393117136446e-25,"3","PWP1"
2.40467741979788e-29,1.18447008862066,0.33,0.143,5.23257806548019e-25,"3","KLHL5"
2.60557071075555e-29,1.1530054829561,0.304,0.125,5.66972186660408e-25,"3","RIMKLB"
2.70035317367833e-29,0.983559819913013,0.407,0.197,5.87596850592405e-25,"3","PAGR1"
2.78985247690191e-29,1.15696782006802,0.325,0.139,6.07071898973856e-25,"3","PTRH1"
2.83634310822739e-29,1.21175554166051,0.254,0.094,6.1718826035028e-25,"3","CASP6"
2.91695317542501e-29,1.14738641045494,0.318,0.134,6.34729010972481e-25,"3","PCYT2"
2.96942440717414e-29,1.35128825663524,0.268,0.104,6.46146751001093e-25,"3","RANGRF"
3.12190479335959e-29,0.828956137273007,0.522,0.286,6.79326483035046e-25,"3","ARL3"
3.17493131972817e-29,0.62953592651686,0.613,0.343,6.90865055172849e-25,"3","CAVIN1"
3.31369621698688e-29,1.05992839736391,0.388,0.185,7.21060296816346e-25,"3","RCC1L"
3.3577886302753e-29,0.827561143803193,0.514,0.276,7.30654805947905e-25,"3","RSU1"
3.4258578854061e-29,0.833756529212726,0.443,0.218,7.45466675864368e-25,"3","PKD1"
3.53108231988321e-29,0.845985359238507,0.473,0.241,7.68363512806586e-25,"3","SEC22C"
3.83318265659382e-29,0.843863822007609,0.493,0.261,8.34100546074816e-25,"3","SPECC1"
4.61203239674405e-29,1.1676522589205,0.301,0.123,1.0035782495315e-24,"3","ANAPC7"
4.62406545554373e-29,1.26920372218673,0.277,0.109,1.00619664312632e-24,"3","OSMR"
4.762736737693e-29,0.982495266883617,0.433,0.221,1.036371514122e-24,"3","CLIP1"
5.35542997822231e-29,1.25554677226263,0.29,0.117,1.16534156326117e-24,"3","GSTM4"
6.11373273556978e-29,0.546963096921764,0.789,0.548,1.33034824325998e-24,"3","ARL2"
6.52710766306448e-29,1.29085808805811,0.299,0.125,1.42029862748283e-24,"3","MCCC2"
6.73051991343679e-29,0.943221815142175,0.411,0.197,1.46456113316385e-24,"3","RGL2"
6.98602280075707e-29,1.37291033347509,0.256,0.097,1.52015856144474e-24,"3","BBS4"
7.35041068646796e-29,0.936374363993167,0.423,0.207,1.59944936537543e-24,"3","SDHAF1"
7.41792946342948e-29,0.673665443072032,0.572,0.322,1.61414145124225e-24,"3","TWISTNB"
7.51760213258579e-29,0.833904251190595,0.522,0.288,1.63583022405067e-24,"3","MED21"
8.07133483938097e-29,0.637280957870334,0.485,0.254,1.7563224610493e-24,"3","CCL2"
