"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","Significance"
1.55485557403513e-120,1.05818959815354,0.965,0.88,3.38336572910044e-116,"DNAJA1","Upregulated in Tumor"
1.74795531772675e-120,4.54386852125041,0.286,0.016,3.80355077137341e-116,"ITGAX","Upregulated in Tumor"
1.92664569314334e-120,1.11412143411082,0.91,0.773,4.19238102827992e-116,"MCL1","Upregulated in Tumor"
1.34685793874648e-119,4.83918707718227,0.28,0.014,2.93076287471235e-115,"RNASE6","Upregulated in Tumor"
2.29823599330726e-119,3.40991291306548,0.418,0.113,5.0009615214366e-115,"LHPP","Upregulated in Tumor"
3.73042262406202e-119,3.92363367177711,0.309,0.029,8.11739962995895e-115,"CD69","Upregulated in Tumor"
4.473671783244e-119,4.7470940555047,0.44,0.137,9.73470980033894e-115,"G0S2","Upregulated in Tumor"
5.34971155617657e-119,3.12929474703772,0.442,0.128,1.16409723462402e-114,"GNG7","Upregulated in Tumor"
1.19173794223642e-118,4.73756372301029,0.279,0.014,2.59322176230646e-114,"CDH19","Upregulated in Tumor"
1.2879762222734e-118,3.4628319491595,0.396,0.096,2.80263625966692e-114,"RAB40B","Upregulated in Tumor"
1.53845084401254e-118,3.28926976236979,0.391,0.086,3.34766903657128e-114,"RILPL2","Upregulated in Tumor"
3.11268994180105e-118,3.76875998191065,0.313,0.032,6.77321331335909e-114,"ENPP4","Upregulated in Tumor"
3.90910430227826e-118,5.07168711486795,0.272,0.011,8.50621096175749e-114,"FA2H","Upregulated in Tumor"
5.78319043609824e-118,1.77418624279622,0.63,0.316,1.25842223889498e-113,"SERPINB1","Upregulated in Tumor"
1.4587248370998e-117,1.11489015215044,0.962,0.825,3.17418524552916e-113,"DUSP1","Upregulated in Tumor"
1.63687034857984e-117,4.33137308906394,0.293,0.023,3.56182987850972e-113,"GPR84","Upregulated in Tumor"
1.88279535760211e-117,2.47317808230885,0.412,0.094,4.09696269814219e-113,"SH3KBP1","Upregulated in Tumor"
3.71684988347989e-117,2.7268486706163,0.56,0.299,8.08786534645224e-113,"CD68","Upregulated in Tumor"
8.57434049628327e-117,2.61329154298318,0.414,0.099,1.86577649199124e-112,"PHACTR1","Upregulated in Tumor"
2.02435777453691e-116,1.98722439073688,0.559,0.235,4.40500251739231e-112,"GNA13","Upregulated in Tumor"
2.15315513353629e-116,3.01006355596449,0.358,0.06,4.68526557057496e-112,"FXYD5","Upregulated in Tumor"
3.35662935613629e-116,2.92481937425971,0.343,0.053,7.30402547895258e-112,"BCAS1","Upregulated in Tumor"
6.26681410630867e-116,2.38618062284994,0.463,0.137,1.36365874953277e-111,"CARD19","Upregulated in Tumor"
1.60494386774879e-115,3.39490716420703,0.397,0.097,3.49235785622137e-111,"AATK","Upregulated in Tumor"
2.52884505249101e-115,4.28882381075291,0.272,0.014,5.50276683422043e-111,"SOX10","Upregulated in Tumor"
5.31346751001944e-115,4.96358450755858,0.301,0.031,1.15621053018023e-110,"HAMP","Upregulated in Tumor"
1.30905152713483e-114,2.46171097393536,0.498,0.191,2.84849612304539e-110,"LY96","Upregulated in Tumor"
1.35501992817654e-114,3.18668383435143,0.371,0.074,2.94852336371216e-110,"FGD4","Upregulated in Tumor"
2.47541778912077e-114,4.94264516986622,0.267,0.012,5.38650910912679e-110,"RNASE2","Upregulated in Tumor"
3.21421958298174e-114,3.26359101887117,0.523,0.262,6.99414181256827e-110,"RNASET2","Upregulated in Tumor"
3.6059829187011e-114,3.72480931844383,0.31,0.035,7.84661883109359e-110,"VSIR","Upregulated in Tumor"
1.19401013113647e-113,1.8933749226038,0.573,0.254,2.59816604535296e-109,"ELF1","Upregulated in Tumor"
1.25426255387898e-113,4.0208379733722,0.288,0.023,2.72927531724067e-109,"ARHGAP4","Upregulated in Tumor"
1.96899252374666e-113,4.42949700856983,0.43,0.134,4.28452773167274e-109,"CCL20","Upregulated in Tumor"
2.99053078013531e-113,2.49430302278926,0.471,0.153,6.50739497757442e-109,"RASSF2","Upregulated in Tumor"
3.44228467909124e-113,1.21529947695092,0.802,0.565,7.49041146170253e-109,"CLK1","Upregulated in Tumor"
4.17662774231049e-113,1.67329400149879,0.651,0.371,9.08834196726764e-109,"GRB2","Upregulated in Tumor"
4.33228568713067e-113,4.84514877700256,0.279,0.02,9.42705365519634e-109,"GJC2","Upregulated in Tumor"
8.34757735110707e-112,2.3860622751416,0.497,0.182,1.8164328316009e-107,"TSC22D3","Upregulated in Tumor"
1.27672411798983e-111,4.61999114501026,0.264,0.014,2.77815168074587e-107,"WAS","Upregulated in Tumor"
1.59382320025518e-111,1.68414344510291,0.593,0.273,3.46815928375528e-107,"TPP1","Upregulated in Tumor"
2.54834348433336e-110,4.14015046454136,0.275,0.02,5.54519542190939e-106,"SLA","Upregulated in Tumor"
4.61470094582423e-110,5.38811456535902,0.257,0.012,1.00415892581135e-105,"IL1RN","Upregulated in Tumor"
4.99539841083489e-110,2.14486259189068,0.497,0.181,1.08699869419767e-105,"MAP2K3","Upregulated in Tumor"
1.89211149487847e-109,3.63765227329614,0.369,0.081,4.11723461285555e-105,"APOD","Upregulated in Tumor"
2.27112742148917e-109,3.83355122801153,0.312,0.043,4.94197326916044e-105,"ATP8A1","Upregulated in Tumor"
3.44729464521921e-109,4.62768553680026,0.26,0.014,7.50131314799699e-105,"PARVG","Upregulated in Tumor"
5.16820165272525e-109,3.72839709083981,0.345,0.068,1.12460067963301e-104,"CHADL","Upregulated in Tumor"
2.0274942217851e-108,2.9366536578303,0.539,0.251,4.41182742660438e-104,"KLF2","Upregulated in Tumor"
2.04561943555647e-108,2.15932138919328,0.466,0.15,4.45126789177088e-104,"SORL1","Upregulated in Tumor"
2.80539170211454e-108,2.56855520882993,0.562,0.307,6.10453234380124e-104,"NINJ1","Upregulated in Tumor"
3.09985114180252e-108,2.21688719863676,0.492,0.179,6.74527608456229e-104,"PREX1","Upregulated in Tumor"
4.67775796979724e-108,4.44935776168231,0.259,0.014,1.01788013422788e-103,"SPINT2","Upregulated in Tumor"
1.22414410584792e-107,3.78776742436986,0.312,0.045,2.66373757432508e-103,"STX11","Upregulated in Tumor"
1.61214327670818e-107,2.54947266244966,0.469,0.176,3.508023770117e-103,"CXCL16","Upregulated in Tumor"
2.5783630580192e-107,1.80225275466175,0.647,0.392,5.61051801424979e-103,"FMNL2","Upregulated in Tumor"
5.43188454921964e-107,5.02810509518807,0.281,0.027,1.18197807791019e-102,"FCGBP","Upregulated in Tumor"
6.22207602761127e-107,4.79319349039539,0.253,0.012,1.35392374360821e-102,"GNA15","Upregulated in Tumor"
6.78165147559323e-107,2.31515925432323,0.509,0.204,1.47568736108909e-102,"PPIF","Upregulated in Tumor"
1.14894508705256e-106,4.70160298182594,0.255,0.014,2.50010450942637e-102,"CD300A","Upregulated in Tumor"
3.26524082691019e-106,5.71954950940257,0.239,0.007,7.10516403935658e-102,"KCNK1","Upregulated in Tumor"
5.79185002447689e-106,2.1303864884736,0.46,0.151,1.26030656532617e-101,"HLA-F","Upregulated in Tumor"
6.00874738408859e-106,4.97512914111693,0.25,0.012,1.30750343077768e-101,"FAM43A","Upregulated in Tumor"
7.91787641484883e-106,1.95467862127387,0.588,0.303,1.7229299078711e-101,"KDM6B","Upregulated in Tumor"
1.06138338987594e-105,4.6491468736826,0.256,0.015,2.30957025637004e-101,"TAGAP","Upregulated in Tumor"
7.5154840136285e-105,1.97916661711125,0.472,0.16,1.63536932136556e-100,"EPB41L2","Upregulated in Tumor"
1.97564693503626e-104,2.51868138091846,0.37,0.081,4.2990077306389e-100,"FOXP1","Upregulated in Tumor"
1.98189186614352e-104,2.64853088262221,0.384,0.095,4.31259670072829e-100,"ARRB2","Upregulated in Tumor"
3.84372719489386e-104,3.97982625667373,0.309,0.048,8.36395037608904e-100,"MAL","Upregulated in Tumor"
4.71572982058456e-104,3.03239988594259,0.34,0.064,1.0261428089592e-99,"TBC1D12","Upregulated in Tumor"
4.73794607646988e-104,2.79689740618152,0.36,0.078,1.03097706623985e-99,"NUAK1","Upregulated in Tumor"
1.20581523205267e-103,2.10560923917253,0.469,0.163,2.6238539449466e-99,"SNX9","Upregulated in Tumor"
1.42365482004148e-103,6.01370393076154,0.231,0.006,3.09787288841027e-99,"SLC7A14","Upregulated in Tumor"
2.43880874041717e-103,3.27673833659534,0.307,0.044,5.30684781914775e-99,"FERMT3","Upregulated in Tumor"
2.54125204829489e-103,4.9034006088214,0.246,0.012,5.52976445708968e-99,"CCRL2","Upregulated in Tumor"
1.55595829678413e-102,3.49878063172187,0.319,0.055,3.38576525380227e-98,"SLC2A5","Upregulated in Tumor"
1.88349011065378e-102,6.58494815023492,0.225,0.004,4.09847448078263e-98,"TMEM125","Upregulated in Tumor"
3.11101739504365e-102,3.04061871681675,0.336,0.065,6.76957385161498e-98,"PLLP","Upregulated in Tumor"
3.594101147323e-102,5.66039201727493,0.253,0.018,7.82076409657485e-98,"MOBP","Upregulated in Tumor"
1.01960841153844e-101,2.90406931852458,0.507,0.24,2.21866790350765e-97,"ELOVL1","Upregulated in Tumor"
1.76278867046586e-101,3.26322909087453,0.4,0.119,3.8358281469337e-97,"ISG20","Upregulated in Tumor"
1.78534719625762e-101,4.85736799406719,0.242,0.012,3.88491549905658e-97,"ARRB1","Upregulated in Tumor"
2.73307952182037e-101,2.49531210998352,0.512,0.237,5.94718103948112e-97,"NFKB1","Upregulated in Tumor"
3.04775043682039e-101,4.06721917992226,0.249,0.015,6.63190495052117e-97,"GPR34","Upregulated in Tumor"
3.32288348439588e-101,4.61654285463375,0.241,0.012,7.23059446204543e-97,"IL10RA","Upregulated in Tumor"
6.71025526216143e-101,1.36115068774026,0.684,0.429,1.46015154504633e-96,"FAM49B","Upregulated in Tumor"
7.78557481570999e-101,3.41685980727223,0.284,0.033,1.69414107989849e-96,"AMPD3","Upregulated in Tumor"
9.71406058562007e-101,2.40614036347987,0.727,0.599,2.11377958343093e-96,"CTSL","Upregulated in Tumor"
1.67024437265781e-100,4.20448599741585,0.261,0.023,3.63445175490339e-96,"FOLH1","Upregulated in Tumor"
2.07994759559389e-100,3.00908317779149,0.49,0.228,4.52596596801231e-96,"BASP1","Upregulated in Tumor"
3.42296005187777e-100,3.35018256663431,0.321,0.059,7.44836107288603e-96,"SILC1","Upregulated in Tumor"
3.54825293593817e-100,3.24187026274642,0.545,0.321,7.72099838860146e-96,"HLA-DQB1","Upregulated in Tumor"
8.13245216836713e-100,2.64123456320242,0.389,0.106,1.76962159183669e-95,"LDLRAD4","Upregulated in Tumor"
1.10408642384034e-99,4.51993130971313,0.326,0.068,2.40249205827658e-95,"APOC2","Upregulated in Tumor"
1.37781921651475e-99,3.62339605383586,0.286,0.037,2.99813461513611e-95,"PLCL1","Upregulated in Tumor"
7.09016930538026e-99,3.3061974379366,0.347,0.08,1.54282084085074e-94,"GRASP","Upregulated in Tumor"
7.99896423938345e-99,3.2239163183426,0.442,0.188,1.74057461848984e-94,"SEPTIN4","Upregulated in Tumor"
8.71660852174539e-99,3.82911681159388,0.266,0.027,1.8967340143318e-94,"FMNL1","Upregulated in Tumor"
1.06565299094548e-98,2.30816016573827,0.592,0.325,2.31886090829736e-94,"CXCL8","Upregulated in Tumor"
4.04647845717759e-97,4.09503760214533,0.267,0.03,8.80513712281844e-93,"SRCIN1","Upregulated in Tumor"
8.4805032713401e-97,5.95803033307239,0.217,0.005,1.84535751184361e-92,"SH3GL3","Upregulated in Tumor"
9.27188070660447e-97,3.36119373206294,0.329,0.07,2.01756124175713e-92,"ADAMTS4","Upregulated in Tumor"
1.03866217927551e-96,4.66709382058754,0.26,0.027,2.2601289021035e-92,"SERPINI1","Upregulated in Tumor"
1.21238510185545e-96,2.98812239822882,0.347,0.081,2.63814998163746e-92,"DAB2","Upregulated in Tumor"
1.44599045951954e-96,4.78012391137903,0.228,0.01,3.14647523991452e-92,"CD84","Upregulated in Tumor"
3.29677782280316e-96,1.16161784682519,0.836,0.632,7.17378854241967e-92,"ZFAND2A","Upregulated in Tumor"
3.56386629660678e-96,3.1391858755804,0.312,0.057,7.75497306141636e-92,"LYN","Upregulated in Tumor"
6.20674631587393e-96,3.78450180958309,0.289,0.043,1.35058799833417e-91,"VMO1","Upregulated in Tumor"
6.44943667896756e-96,3.19721799695181,0.326,0.067,1.40339742134334e-91,"SLC25A19","Upregulated in Tumor"
1.53981443118229e-95,2.85838566582665,0.398,0.124,3.35063620225266e-91,"ZNF331","Upregulated in Tumor"
2.70146198830352e-95,4.60974864062008,0.23,0.012,5.87838128654846e-91,"LTBR","Upregulated in Tumor"
4.01196300742793e-95,2.47736123173984,0.397,0.12,8.73003150416319e-91,"INF2","Upregulated in Tumor"
4.47528768453774e-95,3.11737812474182,0.294,0.045,9.73822600155412e-91,"ARHGAP22","Upregulated in Tumor"
5.30490002959705e-95,2.59314667328295,0.373,0.102,1.15434624644032e-90,"PLXDC2","Upregulated in Tumor"
7.66814266907598e-95,1.71908516503708,0.717,0.491,1.66858784479093e-90,"IER5","Upregulated in Tumor"
1.19459040954938e-94,3.63008878931798,0.26,0.028,2.59942873117946e-90,"ADAP2","Upregulated in Tumor"
1.37211508798033e-94,4.03075685081307,0.25,0.022,2.98572243144521e-90,"PILRA","Upregulated in Tumor"
4.56745825611291e-94,3.35049724708413,0.293,0.048,9.93878916530169e-90,"UCP2","Upregulated in Tumor"
4.68713547625299e-94,3.63423386532615,0.3,0.054,1.01992067963265e-89,"NECAB1","Upregulated in Tumor"
5.2510676221965e-94,3.72773271365059,0.26,0.028,1.14263231458996e-89,"SEMA4D","Upregulated in Tumor"
8.62034192121553e-94,3.12462538823914,0.451,0.209,1.8757864020565e-89,"LARP6","Upregulated in Tumor"
8.79913424706587e-94,2.5638508642676,0.355,0.088,1.91469161216153e-89,"MPP1","Upregulated in Tumor"
6.80558724513008e-93,1.75317154152069,0.537,0.251,1.48089578454031e-88,"ZFYVE16","Upregulated in Tumor"
9.66507464503214e-93,1.92211075881744,0.386,0.102,2.10312024275899e-88,"MTSS1","Upregulated in Tumor"
1.51228639250432e-92,4.40024509342133,0.223,0.011,3.2907351900894e-88,"RPS6KA1","Upregulated in Tumor"
1.67618290317004e-92,4.28782054573272,0.242,0.021,3.64737399729801e-88,"HHIP","Upregulated in Tumor"
3.02507070884001e-92,3.37091616149618,0.284,0.044,6.58255386243586e-88,"TNFSF13","Upregulated in Tumor"
1.46760908905127e-91,1.82787852464632,0.557,0.283,3.19351737777557e-87,"TRIB1","Upregulated in Tumor"
3.49277676819507e-91,2.56472712614807,0.318,0.064,7.60028224759248e-87,"ABCG1","Upregulated in Tumor"
4.98421802638353e-91,5.9301705286114,0.207,0.006,1.08456584254106e-86,"SLC5A11","Upregulated in Tumor"
1.60885364548045e-90,4.08560949110032,0.241,0.022,3.50086553256545e-86,"RNF144B","Upregulated in Tumor"
2.71459428485816e-90,5.20388172723282,0.212,0.008,5.90695716385137e-86,"LRP2","Upregulated in Tumor"
2.83205376349578e-90,2.74068324094176,0.486,0.24,6.16254898936681e-86,"SCD","Upregulated in Tumor"
3.85863226275979e-90,4.78613308929847,0.218,0.011,8.39638380376529e-86,"MNDA","Upregulated in Tumor"
6.3461322196443e-90,2.37032672340851,0.351,0.087,1.3809183709946e-85,"CORO7","Upregulated in Tumor"
1.91133557375369e-89,4.74668181645158,0.222,0.014,4.15906620848802e-85,"SEMA7A","Upregulated in Tumor"
2.40795605405769e-89,1.51166601397948,0.701,0.503,5.23971237362954e-85,"SLC38A2","Upregulated in Tumor"
4.29801506548185e-89,4.05971447320188,0.227,0.016,9.35248078248851e-85,"MIR3945HG","Upregulated in Tumor"
1.67611091917554e-88,3.31926786829523,0.311,0.069,3.64721736012598e-84,"INPP5F","Upregulated in Tumor"
2.30830569476197e-88,1.02226617843467,0.77,0.599,5.02287319180204e-84,"NDUFB8","Upregulated in Tumor"
2.50644315290027e-88,1.70801447903609,0.534,0.256,5.454020300711e-84,"PABPC4","Upregulated in Tumor"
2.67823474972068e-88,3.49916171738502,0.254,0.031,5.82783881539221e-84,"ARHGAP18","Upregulated in Tumor"
2.90192314898779e-88,1.47889065498406,0.577,0.3,6.31458477219743e-84,"CDC42SE1","Upregulated in Tumor"
1.8134965942234e-87,4.55532842814582,0.219,0.014,3.94616858903011e-83,"RAB11FIP4","Upregulated in Tumor"
6.34777178215753e-87,1.81501911081817,0.453,0.169,1.38127513979748e-82,"MYLIP","Upregulated in Tumor"
2.02506795751664e-86,2.90993604487134,0.321,0.076,4.40654787555621e-82,"SVIP","Upregulated in Tumor"
3.89691299468424e-86,2.24900729930543,0.423,0.159,8.47968267643291e-82,"SLC16A3","Upregulated in Tumor"
4.47928284722654e-86,3.64878137225577,0.26,0.037,9.74691947556494e-82,"AK5","Upregulated in Tumor"
4.64745079259738e-86,5.68788320104403,0.197,0.006,1.01128529246919e-81,"KLHL32","Upregulated in Tumor"
1.01740309306815e-85,4.25202555530046,0.217,0.015,2.21386913051629e-81,"TM6SF1","Upregulated in Tumor"
1.04257978212326e-85,1.60205418337984,0.534,0.258,2.26865360590021e-81,"ABHD12","Upregulated in Tumor"
1.54656448272749e-85,4.66061851779206,0.205,0.009,3.36532431441502e-81,"NCKAP1L","Upregulated in Tumor"
1.59865578343937e-85,3.37153125212195,0.255,0.034,3.47867498476407e-81,"CALHM6","Upregulated in Tumor"
1.79723879500956e-85,1.00671322596354,0.768,0.54,3.91079161794081e-81,"TRA2B","Upregulated in Tumor"
3.61133210002056e-85,2.04396317118565,0.531,0.284,7.85825864964473e-81,"ABL2","Upregulated in Tumor"
4.97762030370643e-85,4.67389456202304,0.204,0.009,1.08313017808652e-80,"PIK3AP1","Upregulated in Tumor"
5.88596839498321e-85,3.9057551827915,0.224,0.019,1.28078672274835e-80,"STXBP2","Upregulated in Tumor"
1.38531535536438e-84,3.0949763242962,0.336,0.095,3.01444621327288e-80,"SLC24A2","Upregulated in Tumor"
2.02322691212148e-84,2.59992469431994,0.352,0.103,4.40254176077633e-80,"NPL","Upregulated in Tumor"
7.73134835763215e-84,4.91342503095122,0.202,0.009,1.68234140262076e-79,"PLCH2","Upregulated in Tumor"
9.66116760937646e-84,2.96411819077129,0.345,0.103,2.10227007180032e-79,"TUBB4A","Upregulated in Tumor"
1.61814257022175e-83,2.47585452892788,0.339,0.09,3.52107823280252e-79,"TNFAIP8","Upregulated in Tumor"
3.22275002134504e-83,1.54725793348893,1,1,7.01270404644681e-79,"FTL","Upregulated in Tumor"
9.39845497301425e-83,4.56645180661753,0.203,0.011,2.0451038021279e-78,"CSF2RA","Upregulated in Tumor"
1.45197574783391e-82,4.07036171740139,0.211,0.015,3.15949922728659e-78,"SH3TC1","Upregulated in Tumor"
2.80124628853109e-82,5.0976823234009,0.194,0.007,6.09551192384365e-78,"ABI3","Upregulated in Tumor"
3.13529243158182e-82,3.73624421350611,0.236,0.028,6.82239633112204e-78,"OLFML3","Upregulated in Tumor"
4.79541133188434e-82,1.94643548556419,0.488,0.237,1.04348150581803e-77,"MFSD1","Upregulated in Tumor"
2.31452546942554e-81,4.94913393258399,0.191,0.007,5.03640742146998e-77,"HCK","Upregulated in Tumor"
2.80209340881492e-81,2.82334624149387,0.34,0.097,6.09735525758126e-77,"CPVL","Upregulated in Tumor"
3.23618393282059e-81,2.42310433331394,0.744,0.703,7.0419362378176e-77,"CTSB","Upregulated in Tumor"
5.43952680305583e-81,1.68199817327135,0.519,0.255,1.18364103234495e-76,"ALCAM","Upregulated in Tumor"
9.05496652050269e-81,4.96589245084536,0.193,0.008,1.97036071486139e-76,"SLC45A3","Upregulated in Tumor"
9.55587019937753e-81,2.59293593561188,0.335,0.094,2.07935735538455e-76,"RAB20","Upregulated in Tumor"
1.21914707663378e-80,3.46976262206808,0.233,0.028,2.6528640387551e-76,"TMCC2","Upregulated in Tumor"
1.51357337838735e-80,2.4520084086907,0.322,0.081,3.29353567137087e-76,"SMAD7","Upregulated in Tumor"
9.04135827009402e-80,4.47697663759524,0.193,0.009,1.96739955957246e-75,"HPGDS","Upregulated in Tumor"
9.63843881186048e-80,4.17638449353465,0.204,0.014,2.09732428546084e-75,"ADGRE2","Upregulated in Tumor"
9.70459487164031e-80,5.47685437012274,0.182,0.005,2.11171984406893e-75,"ALOX5","Upregulated in Tumor"
1.24515384741772e-79,2.24012823317498,0.507,0.262,2.70945477198096e-75,"RANBP2","Upregulated in Tumor"
1.74297316689852e-79,3.34633281107204,0.264,0.048,3.79270961117118e-75,"MAP6D1","Upregulated in Tumor"
4.72184811452122e-79,2.29332988950482,0.508,0.294,1.02747414971982e-74,"SUN2","Upregulated in Tumor"
4.85231089894271e-79,1.43983232093315,0.587,0.332,1.05586285160993e-74,"GABARAPL1","Upregulated in Tumor"
6.94019721015445e-79,6.49217904423891,0.176,0.003,1.51018691292961e-74,"NKAIN2","Upregulated in Tumor"
8.51891942927311e-79,4.48203291882208,0.202,0.014,1.85371686780983e-74,"RBP7","Upregulated in Tumor"
8.99053980395011e-79,2.48208273420634,0.463,0.234,1.95634146133954e-74,"PACS2","Upregulated in Tumor"
1.02959240693582e-78,2.68574656149718,0.277,0.054,2.24039307749235e-74,"TCIRG1","Upregulated in Tumor"
2.58405567630278e-78,3.40450352589805,0.233,0.03,5.62290515163486e-74,"SLC15A3","Upregulated in Tumor"
5.92860097010907e-78,2.23520348950928,0.358,0.113,1.29006357109573e-73,"OLIG1","Upregulated in Tumor"
6.19431206384775e-78,4.55978807633652,0.186,0.007,1.34788230509327e-73,"CYTH4","Upregulated in Tumor"
8.32931209448369e-78,1.50383303634467,0.509,0.238,1.81245831175965e-73,"PPP1R15B","Upregulated in Tumor"
9.32041146279353e-78,1.36970901415319,0.588,0.34,2.02812153430387e-73,"IQGAP1","Upregulated in Tumor"
1.25453933267835e-77,1.8925107419531,0.411,0.15,2.72987758790809e-73,"AHR","Upregulated in Tumor"
3.13172934312988e-77,2.1145039915919,0.389,0.141,6.81464305065062e-73,"SERINC5","Upregulated in Tumor"
4.24266420471282e-77,4.031294926067,0.211,0.02,9.23203730945511e-73,"FGL2","Upregulated in Tumor"
1.11246837998756e-76,2.21077432042772,0.373,0.128,2.42073119485292e-72,"LHFPL2","Upregulated in Tumor"
1.25885012223804e-76,2.9469508871919,0.247,0.039,2.73925786598998e-72,"SH2B3","Upregulated in Tumor"
1.38834994852565e-76,1.86190852403315,0.652,0.464,3.02104948799181e-72,"NEU1","Upregulated in Tumor"
2.18630624613088e-76,1.10495724372472,0.707,0.502,4.75740239158079e-72,"ATP6V0D1","Upregulated in Tumor"
5.12038143431231e-76,4.52205768725908,0.186,0.009,1.11419500010636e-71,"CSF3R","Upregulated in Tumor"
5.56682826098936e-76,2.94326669588046,0.258,0.046,1.21134182959129e-71,"AVPI1","Upregulated in Tumor"
1.2367040344265e-75,4.05390472575682,0.204,0.018,2.69106797891207e-71,"NLRP3","Upregulated in Tumor"
1.41227319167726e-75,1.69391271579979,0.598,0.404,3.07310646508972e-71,"ARHGAP21","Upregulated in Tumor"
2.1379618587816e-75,3.10651968666008,0.379,0.157,4.65220500470876e-71,"AMER2","Upregulated in Tumor"
2.51448326290772e-75,3.96140505985304,0.198,0.015,5.47151558008719e-71,"LAT2","Upregulated in Tumor"
5.57463033716037e-75,1.57035585728571,0.644,0.458,1.2130395613661e-70,"GRN","Upregulated in Tumor"
7.31211617640259e-75,4.50534029231414,0.192,0.013,1.5911164799852e-70,"KMO","Upregulated in Tumor"
7.98421850575081e-75,2.42570827384093,0.384,0.15,1.73736594685138e-70,"HLA-DMB","Upregulated in Tumor"
1.05788754863328e-74,4.2321517870612,0.189,0.011,2.30196330582602e-70,"PDGFB","Upregulated in Tumor"
1.29004935735461e-74,3.02066860519825,0.286,0.067,2.80714740160364e-70,"MIR155HG","Upregulated in Tumor"
1.64140127204221e-74,1.88855180147337,0.414,0.164,3.57168916796386e-70,"SIK3","Upregulated in Tumor"
2.21121551524913e-74,2.77132961887925,0.305,0.082,4.81160496118211e-70,"GK","Upregulated in Tumor"
2.88105017683963e-74,3.43236232569711,0.189,0.012,6.26916518480303e-70,"CD93","Upregulated in Tumor"
3.28263429571532e-74,4.17297045070513,0.19,0.012,7.14301222747653e-70,"EVI2B","Upregulated in Tumor"
3.80663867222959e-74,4.96589245084536,0.18,0.008,8.28324575077159e-70,"IRF8","Upregulated in Tumor"
5.17646474353064e-74,3.971482132541,0.205,0.02,1.12639872819227e-69,"AQP9","Upregulated in Tumor"
5.518090130549e-74,4.25015374830304,0.209,0.022,1.20073641240746e-69,"NPTX2","Upregulated in Tumor"
6.51117015534325e-74,4.57749007806998,0.18,0.008,1.41683062580269e-69,"EMB","Upregulated in Tumor"
7.15562821423791e-74,6.08978892124326,0.166,0.003,1.55706469941817e-69,"PIEZO2","Upregulated in Tumor"
1.31848780067711e-73,1.37560323604917,0.576,0.325,2.8690294542734e-69,"DDX3Y","Upregulated in Tumor"
1.85865956474889e-73,3.05426004310977,0.449,0.26,4.04444321289358e-69,"KCNMB4","Upregulated in Tumor"
2.17856681234042e-73,1.35247773972757,0.61,0.384,4.74056138365275e-69,"PDE4B","Upregulated in Tumor"
2.31517631224951e-73,4.29839683131918,0.186,0.011,5.03782365545493e-69,"APBB1IP","Upregulated in Tumor"
3.78656217441954e-73,2.94538179772288,0.234,0.035,8.23955929153693e-69,"LPCAT2","Upregulated in Tumor"
3.92121929692507e-73,2.43869918130707,0.557,0.399,8.53257319010895e-69,"CD83","Upregulated in Tumor"
4.53852906574578e-73,2.14277021292944,0.32,0.088,9.87583924706282e-69,"RELT","Upregulated in Tumor"
4.78454490565388e-73,2.4859574271886,0.29,0.071,1.04111697147028e-68,"YPEL2","Upregulated in Tumor"
6.00165067041525e-73,5.16290363242648,0.17,0.005,1.30595918588236e-68,"TLR2","Upregulated in Tumor"
6.70298278690045e-73,3.27298550456978,0.223,0.03,1.45856905442954e-68,"FAM222A","Upregulated in Tumor"
8.42546809391972e-73,5.16342968349553,0.169,0.005,1.83338185723693e-68,"PPP1R16B","Upregulated in Tumor"
9.94953031952986e-73,4.15022051741464,0.224,0.033,2.1650177975297e-68,"NGFR","Upregulated in Tumor"
1.6557722960389e-72,3.72480931844383,0.196,0.017,3.60296051618065e-68,"ARHGAP45","Upregulated in Tumor"
1.68160901056874e-72,3.58904810506933,0.208,0.023,3.65918120699757e-68,"LACC1","Upregulated in Tumor"
3.20688418370203e-72,4.18663324631065,0.187,0.013,6.97817998373562e-68,"NCF1","Upregulated in Tumor"
4.00984882985877e-72,1.29178393356281,0.58,0.343,8.72543105377269e-68,"PICALM","Upregulated in Tumor"
7.05274977555527e-72,4.96496971653767,0.172,0.007,1.53467835116083e-67,"CD40","Upregulated in Tumor"
1.45096352076183e-71,4.14372659018746,0.185,0.012,3.15729662117775e-67,"FAM241A","Upregulated in Tumor"
1.65247728453801e-71,4.14623406823301,0.177,0.009,3.59579057115472e-67,"IL4R","Upregulated in Tumor"
2.59820787689074e-71,1.07719439964457,0.674,0.48,5.65370034011426e-67,"GDI2","Upregulated in Tumor"
4.28391264036373e-71,4.59931644052316,0.182,0.012,9.32179390543148e-67,"SLCO4A1-AS1","Upregulated in Tumor"
1.24743133440325e-70,1.68317728216127,0.589,0.405,2.71441058366148e-66,"CFLAR","Upregulated in Tumor"
1.53700618409189e-70,1.97390083034885,0.321,0.093,3.34452545658395e-66,"NABP1","Upregulated in Tumor"
2.69327442043401e-70,1.19278557378854,0.066,0.297,5.86056513886441e-66,"MGP","Upregulated in Tumor"
3.19092538857343e-70,1.00132968466072,0.806,0.699,6.94345364553579e-66,"ZFAND5","Upregulated in Tumor"
6.67229958598958e-70,1.60618098182097,0.456,0.201,1.45189238991133e-65,"INSIG1","Upregulated in Tumor"
