"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002399","MHC class II protein complex assembly","10/1155","16/18986",0.625,10.2738095238095,9.44480379418832,3.82148093754386e-09,1.28476782440125e-07,8.72635233784637e-08,"B2M/HLA-DQB1/HLA-DMB/HLA-DPB1/HLA-DMA/HLA-DQA1/HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPA1",10
"GO:0002503","peptide antigen assembly with MHC class II protein complex","10/1155","16/18986",0.625,10.2738095238095,9.44480379418832,3.82148093754386e-09,1.28476782440125e-07,8.72635233784637e-08,"B2M/HLA-DQB1/HLA-DMB/HLA-DPB1/HLA-DMA/HLA-DQA1/HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPA1",10
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","48/1155","317/18986",0.151419558359621,2.48904912122578,6.80434884249799,4.529680644103e-09,1.51357621522466e-07,1.02804561986831e-07,"FCGR3A/TREM2/CCL3/HCST/CSF1R/ENG/IL18/HCLS1/HBEGF/ARRB2/SEMA4D/LRP2/INPP5F/PIK3AP1/SH2B3/PDGFB/PPP1R16B/CD40/PTPN1/PTPN6/UNC5B/FLT1/ERBB3/OSM/VAV1/PRR5/P2RX4/CCR7/PIK3R5/FGR/PLK3/GAB2/GAS6/TNF/MERTK/TYRO3/PPARD/RAPGEF3/DLG1/PLEKHA1/IGF1/SIRT1/INSR/PIK3IP1/PTPRJ/PTK2/PHLPP1/PTPN13",48
"GO:0061900","glial cell activation","18/1155","58/18986",0.310344827586207,5.10147783251232,7.96178497992889,5.01835657728086e-09,1.66670266930298e-07,1.1320516017394e-07,"ITGB2/TYROBP/TREM2/AIF1/CCL3/C1QA/ZEB2/SNCA/C5AR1/IL1B/PTPRC/CTSC/GRN/TLR2/ITGAM/PSEN1/TNF/SPHK1",18
"GO:0002709","regulation of T cell mediated immunity","25/1155","108/18986",0.231481481481481,3.80511463844797,7.44034278193932,5.12625345310048e-09,1.69228126042112e-07,1.14942499747389e-07,"HLA-E/B2M/HLA-C/HLA-B/CD55/IL18/TNFRSF1B/IL1B/PTPRC/HSPD1/LILRB4/WAS/HLA-F/NCKAP1L/SMAD7/AHR/NLRP3/FCGR2B/LILRB1/PRKCZ/IL4I1/HLA-DRB1/HLA-DRA/P2RX7/RSAD2",25
"GO:0002705","positive regulation of leukocyte mediated immunity","31/1155","158/18986",0.19620253164557,3.22519590114527,7.14830612466311,5.72595983256224e-09,1.87252837303394e-07,1.27185177238725e-07,"HLA-E/B2M/HLA-C/HLA-B/CD55/ITGB2/TYROBP/TREM2/SPI1/IL18/STX4/FCGR1A/IL1B/PTPRC/HSPD1/CLEC7A/HLA-F/TNFSF13/NLRP3/CD40/ITGAM/VAV1/POMC/PRKCZ/STAT6/HLA-DRB1/TNF/HLA-DRA/P2RX7/TFRC/RSAD2",31
"GO:0032615","interleukin-12 production","19/1155","65/18986",0.292307692307692,4.80498168498169,7.82070039965402,5.77476815771417e-09,1.87252837303394e-07,1.27185177238725e-07,"HLA-B/LAPTM5/HSPD1/CLEC7A/LGALS9/FOXP1/ARRB2/NFKB1/IRF8/TLR2/CD40/IRAK3/IL10/LILRB1/SYK/TLR4/CCR7/RIPK2/UNC93B1",19
"GO:0032655","regulation of interleukin-12 production","19/1155","65/18986",0.292307692307692,4.80498168498169,7.82070039965402,5.77476815771417e-09,1.87252837303394e-07,1.27185177238725e-07,"HLA-B/LAPTM5/HSPD1/CLEC7A/LGALS9/FOXP1/ARRB2/NFKB1/IRF8/TLR2/CD40/IRAK3/IL10/LILRB1/SYK/TLR4/CCR7/RIPK2/UNC93B1",19
"GO:0038094","Fc-gamma receptor signaling pathway","14/1155","35/18986",0.4,6.5752380952381,8.40213815403083,6.10471174516517e-09,1.96787178608854e-07,1.33661057157301e-07,"FCGR3A/FCER1G/FCGR2A/FCGR1A/LYN/HCK/FCGR2B/VAV1/CD33/SYK/MYO1G/FGR/PTK2/PAK1",14
"GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","44/1155","280/18986",0.157142857142857,2.58312925170068,6.79224537922297,6.33096720860426e-09,2.02887136275739e-07,1.37804247766234e-07,"TREM2/CCL3/HCST/CSF1R/ENG/IL18/HCLS1/HBEGF/ARRB2/SEMA4D/INPP5F/PIK3AP1/SH2B3/PDGFB/PPP1R16B/PTPN1/PTPN6/UNC5B/FLT1/ERBB3/OSM/VAV1/PRR5/P2RX4/CCR7/PIK3R5/FGR/PLK3/GAS6/TNF/MERTK/TYRO3/PPARD/RAPGEF3/DLG1/PLEKHA1/IGF1/SIRT1/INSR/PIK3IP1/PTPRJ/PTK2/PHLPP1/PTPN13",44
