"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
9.02048338473901e-49,-1.2173859350688,0.184,0.399,1.96285718451921e-44,"RAB34"
9.05958298482567e-49,-1.65801047883421,0.092,0.276,1.97136525749807e-44,"SNAPC3"
9.42500589327178e-49,5.31269521437175,0.115,0.003,2.05088128237594e-44,"TMEM119"
9.57527524524887e-49,-1.85853598457119,0.072,0.245,2.08357989336615e-44,"ARHGEF4"
1.0159816554692e-48,0.876145719999017,0.682,0.542,2.21077608230097e-44,"DAZAP2"
1.02917633338099e-48,-2.0492815295981,0.06,0.226,2.23948770143703e-44,"FAM110B"
1.08125609428503e-48,-1.73336869110006,0.065,0.237,2.35281326116423e-44,"OSMR"
1.11886380018225e-48,-1.86545341777875,0.074,0.248,2.43464762919658e-44,"DYRK3"
1.16338825431815e-48,1.16514482805902,0.509,0.31,2.5315328413963e-44,"MFSD12"
1.24052243608103e-48,5.27522050895309,0.116,0.004,2.69937682091232e-44,"HCAR2"
1.25003622130608e-48,-0.387852940391656,0.9,0.973,2.72007881756203e-44,"GSTP1"
1.286203501851e-48,-2.6301391435441,0.023,0.161,2.79877882002778e-44,"ARHGAP42"
1.3540553367255e-48,-0.708197557954748,0.442,0.685,2.94642441271468e-44,"NGRN"
1.65695660040541e-48,4.49140110135627,0.123,0.007,3.60553756248218e-44,"ABCA6"
1.70855087773793e-48,-2.60414393501116,0.027,0.168,3.71780670995774e-44,"KRBA1"
1.77029081367285e-48,1.3424060429309,0.744,0.652,3.85215281055213e-44,"LAP3"
1.95631927625152e-48,1.24110813212273,0.464,0.254,4.25695074512331e-44,"MXD1"
1.98028445395334e-48,-1.18756083236626,0.424,0.651,4.30909897180246e-44,"DNAJB9"
2.02195611635033e-48,0.627439144341432,0.829,0.737,4.39977650917831e-44,"PCBP1"
2.02668865664132e-48,-2.55378607072443,0.03,0.173,4.4100745168515e-44,"TASP1"
2.12579811010601e-48,-1.45299052838478,0.119,0.314,4.62573668759068e-44,"DPY19L3"
2.28376420817699e-48,-0.940040815570177,0.314,0.546,4.96947091699314e-44,"ARL1"
2.3431886091831e-48,-1.56883357460442,0.184,0.384,5.09877841358243e-44,"UAP1"
2.34813211072902e-48,1.99208096401495,0.264,0.088,5.10953547294634e-44,"EDEM1"
2.38747155652757e-48,-2.70163527959129,0.028,0.169,5.19513810700398e-44,"MELTF-AS1"
2.43313753100155e-48,-4.79033026200193,0.004,0.117,5.29450726745938e-44,"IGSF9B"
2.43404732878269e-48,-0.483195867238309,0.964,0.986,5.29648698743114e-44,"ANXA5"
2.60190029209271e-48,-1.53521465438396,0.114,0.306,5.66173503559373e-44,"ZNF608"
2.64196316929977e-48,-2.47227801398101,0.021,0.157,5.7489118563963e-44,"PTK7"
2.76373637866124e-48,-4.7800619265481,0.004,0.118,6.01389035996686e-44,"CDCA7"
2.91845243639549e-48,-1.89232045153893,0.068,0.239,6.35055250159659e-44,"ZNF3"
3.02976086902869e-48,-6.25810922335275,0.001,0.11,6.59275965100642e-44,"ZBTB7C"
3.20542585248091e-48,-1.40155030329437,0.146,0.348,6.97500665499846e-44,"LYST"
3.35664113581928e-48,-1.70485558235893,0.088,0.268,7.30405111154275e-44,"CHST12"
3.72938388224127e-48,1.72635060109952,0.391,0.207,8.11513932775701e-44,"PXK"
4.11986489260678e-48,-1.51666269708336,0.106,0.295,8.96482600631235e-44,"ANAPC10"
4.14244833037997e-48,-1.00044132726877,0.258,0.485,9.01396756690681e-44,"USE1"
4.68502242871478e-48,-1.238545483201,0.212,0.425,1.01946088048834e-43,"SMARCA4"
4.72475401856181e-48,-0.980587527624746,0.24,0.471,1.02810647443905e-43,"CFAP97"
5.11636485442201e-48,-1.2107260938625,0.189,0.403,1.11332099232223e-43,"CHCHD3"
5.33105696196816e-48,4.90176211342564,0.116,0.004,1.16003799492427e-43,"SYK"
5.46847613362515e-48,-2.23502561023971,0.041,0.194,1.18994040667683e-43,"PDCD2L"
5.67745598390256e-48,-3.30852954103624,0.014,0.141,1.2354144220972e-43,"PLPP4"
5.85912022784896e-48,3.92999579415459,0.133,0.011,1.27494456157993e-43,"MYO1G"
6.00600714001971e-48,-1.42106457696937,0.145,0.345,1.30690715366829e-43,"ACLY"
6.06214222189677e-48,-1.35553162061531,0.139,0.34,1.31912214748474e-43,"LINC01003"
6.47148071263533e-48,-0.719317675318536,0.319,0.569,1.40819420306945e-43,"CAVIN1"
6.65734860393108e-48,-2.12286875111138,0.044,0.199,1.4486390562154e-43,"ZNF117"
6.78592784905833e-48,3.54386852125041,0.129,0.01,1.47661789995509e-43,"FLNB"
7.35489015279585e-48,-1.107977445781,0.225,0.444,1.60042409724838e-43,"GLOD4"
7.93648655476225e-48,1.20716946344751,0.466,0.263,1.72697947431627e-43,"MSRB2"
8.36976369117396e-48,-3.94744024588007,0.009,0.129,1.82126057919945e-43,"SCUBE2"
8.60757491372776e-48,-1.81420318212801,0.077,0.251,1.87300830122716e-43,"RGMB"
8.98423266550339e-48,-1.15122837805656,0.311,0.528,1.95496902801354e-43,"IDH1"
9.25427518786324e-48,4.58466966455876,0.118,0.005,2.01373028087904e-43,"POMC"
9.47462912775392e-48,-1.47471671585635,0.056,0.222,2.06167929819925e-43,"LAMC1"
1.02358081352607e-47,3.83932440477658,0.129,0.01,2.22731185023274e-43,"DOCK8"
1.05832662513285e-47,-7.00613000602795,0.001,0.107,2.30291873628908e-43,"LINC01198"
1.06284107802106e-47,3.29357306084695,0.144,0.017,2.31274218577384e-43,"MAPK13"
1.0678868991963e-47,-3.01084213337727,0.021,0.154,2.32372189265115e-43,"MTSS2"
1.12010338187177e-47,-0.958493145270799,0.317,0.545,2.43734495895298e-43,"RPAIN"
1.19528129141853e-47,-1.69427001419735,0.119,0.309,2.60093209012673e-43,"SDC4"
1.21686837516739e-47,-1.0013448990059,0.286,0.516,2.64790558436423e-43,"ZNF292"
1.30957172748049e-47,-1.27601052032832,0.166,0.375,2.84962807899755e-43,"SLC44A2"
1.47704903561799e-47,0.771487065835998,0.811,0.707,3.21405870150474e-43,"MRPL18"
1.5701428039615e-47,-1.67786141650364,0.088,0.267,3.41663074142023e-43,"PPP5C"
1.57188865469685e-47,2.34799794912742,0.281,0.109,3.42042971262035e-43,"PLEKHH1"
1.57571362180993e-47,1.06140723841132,0.858,0.878,3.42875284105841e-43,"PTP4A2"
1.61524514723764e-47,2.26354426540634,0.212,0.055,3.5147734403891e-43,"B3GNT2"
1.6245107626252e-47,1.56255959407678,0.389,0.2,3.53493541947244e-43,"MAN2B1"
1.72505636058371e-47,-0.590069566653027,0.625,0.818,3.75372264063016e-43,"SUMO1"
1.74685931541139e-47,-1.28543465832092,0.173,0.379,3.80116587033518e-43,"SELENON"
1.81405632238e-47,-6.80559701865524,0.001,0.107,3.94738655749888e-43,"RET"
2.0507386207658e-47,2.11336394563317,0.255,0.085,4.46240723878639e-43,"MAN2A2"
2.14369180818695e-47,-2.36316648104868,0.032,0.176,4.6646733746148e-43,"PLCE1"
2.32086125675847e-47,-1.41605489979272,0.148,0.346,5.05019409470644e-43,"SPPL2B"
2.4510995438605e-47,-4.2042710717252,0.006,0.12,5.33359260744046e-43,"GRIK2"
2.50250925628601e-47,0.80664670473348,0.86,0.861,5.44546014167836e-43,"PRNP"
2.73782256211219e-47,-6.19509942582695,0.001,0.108,5.95750189515612e-43,"GRB14"
2.76029736396327e-47,-1.16852633022804,0.197,0.41,6.00640706398407e-43,"MRPL15"
2.89950131468691e-47,2.41743931924663,0.197,0.046,6.30931486075872e-43,"FAM53B"
2.93672139215016e-47,-1.39689620213887,0.127,0.322,6.39030574931875e-43,"RCC1L"
2.94222895674936e-47,1.57777497045655,0.401,0.212,6.40229020988662e-43,"GAA"
2.99284087986072e-47,2.27727124851785,0.333,0.16,6.51242175457692e-43,"FNTB"
3.08468699984854e-47,-1.06507102263916,0.256,0.473,6.71227891167042e-43,"ELAVL1"
3.34610672617097e-47,1.03352794176512,0.549,0.352,7.28112823614803e-43,"CHD2"
3.39390700108725e-47,-3.02856023922402,0.018,0.147,7.38514163436585e-43,"ANKRD6"
3.47562268304905e-47,-2.36081217598235,0.047,0.2,7.56295495831473e-43,"AC027031.2"
3.52588220374128e-47,1.29124485450037,0.459,0.259,7.67231967534103e-43,"IDI1"
3.78129477094024e-47,-1.71549831484301,0.081,0.256,8.22809742156597e-43,"MFHAS1"
3.95397106529666e-47,5.0272929955095,0.112,0.004,8.60384103808552e-43,"HMSD"
4.23994089521567e-47,2.1289549701688,0.351,0.18,9.22611138798929e-43,"GPR37"
4.44156375084244e-47,-3.10002583455495,0.02,0.15,9.66484272183315e-43,"TLE2"
4.91150796757037e-47,-1.68364808164849,0.082,0.258,1.06874413374331e-42,"RPAP2"
5.60502266533357e-47,-0.515111389869085,0.858,0.951,1.21965293197658e-42,"SNHG29"
5.7009294890134e-47,-2.21024291208749,0.041,0.192,1.24052225680931e-42,"ZNF420"
5.73196582734117e-47,-0.476047817532465,0.615,0.878,1.24727576402944e-42,"PGRMC1"
5.97377422699347e-47,-3.74158777873347,0.01,0.128,1.29989327179378e-42,"CCDC102A"
6.13170765125462e-47,-4.07824141866286,0.007,0.122,1.334259584913e-42,"CLSTN3"
6.26775783568022e-47,-4.03879619494827,0.008,0.124,1.36386410504402e-42,"SEZ6"
7.04320189014435e-47,-5.87959760009902,0.002,0.108,1.53260073129541e-42,"CA8"
7.80266173253239e-47,-4.86145025338876,0.003,0.112,1.69785919299905e-42,"SEMA5B"
8.02431775131205e-47,-2.29463509937786,0.041,0.191,1.7460915426855e-42,"ZNF880"
8.21493810044667e-47,-4.38364010543661,0.005,0.118,1.78757053065719e-42,"HAS2-AS1"
9.50371462255745e-47,3.08400738650382,0.16,0.026,2.0680083018685e-42,"SLCO1A2"
9.69599358730164e-47,-1.97578639742247,0.058,0.219,2.10984820459684e-42,"DNAAF5"
1.01428984147246e-46,2.71966843865164,0.172,0.032,2.20709469504408e-42,"PRR5"
1.04503179342071e-46,-4.57559141320892,0.005,0.116,2.27398918248347e-42,"HOXC10"
1.07179002512493e-46,4.78628489600571,0.113,0.004,2.33221509467184e-42,"GREM1"
1.07288133537811e-46,-1.51825482409831,0.093,0.275,2.33458978578276e-42,"GRIA3"
1.17998331741487e-46,-4.169104217294,0.007,0.122,2.56764369869476e-42,"HOXB4"
1.19778096616252e-46,-1.73824175085348,0.076,0.247,2.60637138236964e-42,"SNX21"
1.19851333729297e-46,-2.57790398895171,0.028,0.166,2.60796502194951e-42,"ZNF793"
1.22875072630111e-46,5.18312316706603,0.12,0.007,2.67376158043121e-42,"MMP9"
1.26518529161209e-46,1.77330671498556,0.317,0.134,2.7530431945479e-42,"ST3GAL5"
1.30428945194019e-46,-2.18486024132211,0.048,0.201,2.83813384742186e-42,"ZNF667"
1.34223329153495e-46,1.01351356849571,0.51,0.304,2.92069964238006e-42,"SAR1A"
1.34918475678948e-46,-4.70364881102894,0.004,0.115,2.93582603077391e-42,"CNKSR2"
1.39986267752658e-46,-1.35445518555907,0.124,0.318,3.04610118629783e-42,"TMEM60"
1.43079465404584e-46,-2.67078358526311,0.018,0.147,3.11340916720374e-42,"HOXA5"
1.49592791846017e-46,4.35948942585069,0.118,0.006,3.25513915056934e-42,"LRRC25"
1.51866619738483e-46,-2.96466968542508,0.022,0.154,3.30461764550939e-42,"RAC3"
1.63438856647454e-46,1.75582364973535,0.275,0.099,3.55642952064859e-42,"MGAT4A"
1.72823326591454e-46,-2.58276048617449,0.027,0.163,3.76063558663004e-42,"ZNF649"
1.95564369332928e-46,3.59557675508403,0.132,0.012,4.25548067668451e-42,"TLR4"
1.98708106683829e-46,4.32985576552993,0.12,0.007,4.32388840144012e-42,"GPR62"
2.03256312616876e-46,-1.19556458625042,0.195,0.403,4.42285736254323e-42,"SNRNP25"
2.03604108086719e-46,-2.76162467829143,0.02,0.15,4.430425391967e-42,"ZNRF3"
2.09008658356472e-46,1.52467965752258,0.476,0.303,4.54802840583683e-42,"TLE4"
2.31468447604855e-46,-4.68542505241003,0.004,0.114,5.03675341988164e-42,"PCDHGC3"
2.31910858925938e-46,-2.04109397947075,0.049,0.203,5.04638029022842e-42,"ZNF43"
2.61904133622518e-46,-4.66696814770247,0.003,0.111,5.69903394762599e-42,"SCN2A"
2.69850758025474e-46,-0.269839187530722,0.843,0.979,5.87195249463432e-42,"PEBP1"
2.79099293049417e-46,1.74382668977089,0.345,0.164,6.07320061675531e-42,"SLCO3A1"
2.81354690600331e-46,1.14736103310194,0.513,0.315,6.12227806746321e-42,"NANS"
3.00578612329336e-46,-1.35708395106755,0.144,0.34,6.54059060428635e-42,"SLC2A4RG"
3.0101646197382e-46,-1.44783495360567,0.11,0.297,6.55011821255033e-42,"ZNF576"
3.1276881533154e-46,-2.10276754505487,0.054,0.21,6.80584942161432e-42,"B3GALNT1"
3.19713953587496e-46,-1.03285257330967,0.24,0.459,6.95697563006392e-42,"LARS"
3.41052615722927e-46,-4.28349454177266,0.006,0.118,7.42130491813089e-42,"PIPOX"
3.52514823625249e-46,-0.442477236447769,0.718,0.926,7.67072256208542e-42,"PPDPF"
3.88463882681088e-46,-1.22658971195476,0.166,0.371,8.45297408714047e-42,"HDAC3"
4.05575826697836e-46,-0.691957288480877,0.508,0.73,8.82532998894491e-42,"TRAM1"
4.15004324329516e-46,-0.58784765387668,0.468,0.726,9.03049409741028e-42,"DCTN2"
4.40972820388411e-46,0.88472610968765,0.541,0.33,9.59556857165183e-42,"MYO9B"
4.42825957674918e-46,-0.860271780018324,0.285,0.526,9.63589283900621e-42,"SLC6A8"
4.59565518930737e-46,-0.836053541675041,0.297,0.537,1.00001456919328e-41,"CAMK2D"
4.90694785549893e-46,-3.11675337410721,0.017,0.143,1.06775185335657e-41,"MOXD1"
5.49736556470241e-46,-0.768660118482698,0.369,0.599,1.19622674687924e-41,"BCAP29"
5.64856998110708e-46,-1.72315953531363,0.087,0.261,1.2291288278889e-41,"FAM135A"
6.41373685259764e-46,2.16573976547864,0.21,0.055,1.39562913912525e-41,"SEMA3C"
7.3629486125174e-46,1.01553715375981,0.582,0.412,1.60217761808379e-41,"ATP6V1B2"
7.65364457305327e-46,-2.2632221467464,0.01,0.128,1.66543305909639e-41,"SULF1"
8.88814145240695e-46,-1.20536776128077,0.344,0.547,1.93405958004375e-41,"SLC1A3"
9.00413904880221e-46,2.89354160662067,0.153,0.023,1.95930065701936e-41,"FCHO1"
9.1544716263913e-46,-3.33835647680718,0.013,0.133,1.99201302590275e-41,"SLC16A2"
9.3757753552605e-46,-1.80624585835176,0.073,0.24,2.04016871730468e-41,"GCAT"
1.01171341980483e-45,-1.61211728923403,0.021,0.152,2.20148840149532e-41,"KCNJ8"
1.01656797320826e-45,0.808682755478349,0.711,0.572,2.21205190970116e-41,"SPAG9"
1.16631450659187e-45,-1.25387006527996,0.145,0.345,2.53790036634392e-41,"EFNB2"
1.18003684503584e-45,-1.72988735883058,0.077,0.246,2.56776017479799e-41,"ZNF75A"
1.2579381551106e-45,-3.62478370107019,0.011,0.128,2.73727342552066e-41,"ARVCF"
1.29971211792371e-45,-1.19979589399359,0.224,0.432,2.828173568602e-41,"SNHG14"
1.50940333795547e-45,-2.38138059825448,0.035,0.176,3.28446166339111e-41,"CASP6"
1.53029005909243e-45,-1.21358984286629,0.188,0.395,3.32991116858514e-41,"MRPL17"
1.6162359411031e-45,2.15834510530752,0.24,0.078,3.51692940784034e-41,"NIPA1"
1.64971170800303e-45,-2.41662562375647,0.032,0.172,3.5897726766146e-41,"ZNF528"
1.91633066711098e-45,-0.439647944148439,0.796,0.93,4.1699355316335e-41,"PSMD8"
1.98627977553629e-45,-0.924878479399885,0.047,0.204,4.32214479156697e-41,"ARHGAP29"
2.09635983354106e-45,3.30684248812631,0.143,0.019,4.56167899778534e-41,"ERMP1"
2.28494327617471e-45,5.40467941784238,0.123,0.01,4.97203656895618e-41,"EREG"
2.33434098314316e-45,-5.1359373533588,0.003,0.108,5.07952597931953e-41,"DMTN"
2.52375637715239e-45,-1.73026369342995,0.077,0.245,5.49169387668361e-41,"NDUFAF6"
2.66080184761014e-45,-0.876867807343445,0.175,0.387,5.78990482039966e-41,"CLEC11A"
2.97362714969628e-45,-4.59719786939829,0.004,0.11,6.4706126777391e-41,"CCDC8"
3.10031588748001e-45,-2.83840591277891,0.019,0.144,6.7462873711565e-41,"PLXNA2"
3.1164739181227e-45,-2.10199002143547,0.055,0.21,6.78144724583499e-41,"ZNF395"
3.30644097080404e-45,-1.48139203232524,0.152,0.343,7.19481555246959e-41,"BZW2"
3.53640646060695e-45,3.04249540215317,0.21,0.059,7.69522045828073e-41,"GPD1"
3.80464171693879e-45,-1.79072885159996,0.071,0.235,8.2789003760588e-41,"AHDC1"
3.81282976380609e-45,-1.12127812797243,0.208,0.417,8.29671756604204e-41,"SNX13"
4.79916445601916e-45,-2.0870740294425,0.049,0.199,1.04429818562977e-40,"AHCYL2"
4.98646627081594e-45,-2.00455587052984,0.056,0.211,1.08505506052955e-40,"MYL5"
5.06544392439749e-45,3.56423398136771,0.132,0.014,1.10224059794889e-40,"PRCD"
5.21727769621992e-45,-4.23144127289067,0.006,0.115,1.13527962669746e-40,"LINC01322"
5.27957339922508e-45,-2.863082513316,0.019,0.145,1.14883517167138e-40,"GLRB"
5.32308621921395e-45,-1.1445935222661,0.211,0.416,1.15830356130096e-40,"WDR61"
6.29881015841282e-45,-0.880504670258348,0.334,0.55,1.37062109047063e-40,"DDOST"
6.58000757804907e-45,-1.26282636114719,0.14,0.335,1.43180964898348e-40,"KRIT1"
7.251578852827e-45,-0.580430160997049,0.589,0.799,1.57794355837516e-40,"NFIC"
7.7261511232826e-45,-1.06644871426644,0.201,0.413,1.68121048442629e-40,"SHISA5"
8.34299662972906e-45,-5.41233014204762,0.002,0.105,1.81543606662904e-40,"DBNDD1"
8.48275051414941e-45,-0.753238636709474,0.378,0.605,1.84584651187891e-40,"RBBP7"
8.90409038637169e-45,-1.5738252736027,0.128,0.313,1.93753006807448e-40,"TRIM24"
8.90795547083249e-45,-2.57860884290402,0.028,0.162,1.93837111045315e-40,"ZNF714"
9.84488499873876e-45,1.53174195106555,0.526,0.392,2.14224697572555e-40,"CERS2"
1.0381523157385e-44,-1.6168315776798,0.095,0.27,2.25901943904698e-40,"PDK3"
1.07428318038672e-44,-2.29847716567226,0.035,0.175,2.3376402005215e-40,"NOS1AP"
1.14175553801609e-44,3.61725617728902,0.124,0.01,2.484460050723e-40,"RCSD1"
1.15266970683647e-44,1.85801191063261,0.272,0.102,2.50820928207617e-40,"P2RX4"
1.1899644524785e-44,-1.11933874448097,0.19,0.397,2.58936264859321e-40,"COMMD2"
1.21352197964837e-44,-1.56846009434058,0.105,0.283,2.64062382771486e-40,"TNPO3"
1.28635727895769e-44,1.24545506932592,0.539,0.364,2.79911343901194e-40,"ISG15"
1.30808086243608e-44,2.41248598385488,0.21,0.059,2.8463839566609e-40,"MFSD6"
1.51042111094915e-44,4.21429151031075,0.114,0.006,3.28667633742535e-40,"PTPDC1"
1.511506354956e-44,-3.27310193782822,0.013,0.13,3.28903782838427e-40,"ME3"
1.55724949837595e-44,-1.55314694652096,0.091,0.265,3.38857490846606e-40,"JAKMIP2"
1.63798556392576e-44,-3.12703515088179,0.014,0.132,3.56425658710246e-40,"PTPN14"
1.72913057304115e-44,1.19441703496086,0.505,0.323,3.76258812693755e-40,"MAP3K2"
1.73514555016074e-44,3.49677827881072,0.128,0.012,3.77567671714977e-40,"PLD1"
1.89300972802027e-44,-1.16557636460061,0.165,0.366,4.1191891681721e-40,"SMAD5"
1.97667451274639e-44,-1.78809924561352,0.077,0.243,4.30124373973615e-40,"C3orf70"
1.99108949519539e-44,4.71098944981602,0.109,0.005,4.33261074154516e-40,"PPARG"
2.05500409743396e-44,5.00457291900942,0.107,0.004,4.4716889160163e-40,"CD300C"
2.08378410326586e-44,1.94568804437129,0.525,0.438,4.53431420870652e-40,"HLA-DMA"
2.20690427693373e-44,-1.61734634548733,0.17,0.361,4.80222370660779e-40,"INSIG2"
2.28157943011019e-44,-2.85154131496804,0.022,0.149,4.96471683991977e-40,"SHC3"
2.29088282656253e-44,-1.39034629895762,0.128,0.314,4.98496103060006e-40,"WDR18"
2.31195581602385e-44,-2.09062120735627,0.044,0.189,5.0308158556679e-40,"RNF215"
2.37878452440519e-44,-1.72045243740995,0.032,0.171,5.1762351251057e-40,"S1PR3"
2.53207937172532e-44,5.52554386303733,0.102,0.002,5.5098047128743e-40,"ANKRD18A"
2.53337824614194e-44,-1.1315713492419,0.198,0.403,5.51263106360485e-40,"DCUN1D5"
2.56448472323333e-44,-0.565548798641242,0.553,0.778,5.58031875775572e-40,"SNRPG"
2.58846110230903e-44,-1.37211385205558,0.12,0.308,5.63249135862446e-40,"NNT-AS1"
2.69132551791106e-44,-1.62268929706207,0.085,0.256,5.85632432697446e-40,"SFXN1"
2.74142945421437e-44,-1.04731782783258,0.257,0.469,5.96535049237046e-40,"PTPN12"
2.90781826661963e-44,2.95238818649561,0.132,0.015,6.32741254816431e-40,"ENPP6"
3.0829850017506e-44,-2.59793337542538,0.025,0.155,6.70857536380932e-40,"MANEAL"
3.1865306509348e-44,-1.63743678200899,0.035,0.178,6.93389069643412e-40,"LAMB1"
3.19789596689156e-44,2.04221756006451,0.395,0.24,6.95862162395603e-40,"SLC48A1"
3.69510315746171e-44,-4.00245434788455,0.005,0.112,8.04054447063667e-40,"NNAT"
3.88898378783626e-44,1.5274471084263,0.404,0.209,8.4624287223317e-40,"SELENOM"
3.95422777140997e-44,2.40824160420906,0.184,0.042,8.60439963058809e-40,"TMCC3"
4.02503075280689e-44,-1.1716658563651,0.171,0.373,8.7584669181078e-40,"EIF2AK1"
4.04350127324181e-44,-0.915498551605125,0.355,0.567,8.79865877057419e-40,"CARHSP1"
4.14765491419994e-44,-0.663450811998101,0.336,0.59,9.02529709329907e-40,"GET1"
4.2941303894744e-44,-0.740583488651537,0.459,0.673,9.3440277274963e-40,"ADAM9"
5.47187746439374e-44,4.25482872012191,0.115,0.007,1.19068053625208e-39,"HAGLR"
5.94510355349203e-44,-2.06356043494161,0.049,0.197,1.29365453323987e-39,"ZNF268"
6.17965823362915e-44,-0.331218195687792,0.818,0.955,1.3446936316377e-39,"TXN"
6.39939294731471e-44,-0.887612843328071,0.305,0.529,1.39250790533568e-39,"TPD52"
6.41257176887549e-44,-0.815523671939769,0.337,0.562,1.39537561690731e-39,"KXD1"
6.51713705715178e-44,-2.20244140116812,0.029,0.162,1.41812902363623e-39,"CDH6"
6.59015780315341e-44,-0.869074045102397,0.274,0.5,1.43401833796618e-39,"TCEAL8"
7.01183049918416e-44,-1.29552263864971,0.147,0.34,1.52577431662247e-39,"MTA1"
7.30656970222987e-44,-2.05070951649177,0.047,0.194,1.58990956720522e-39,"BMPR1A"
7.83112117772976e-44,-3.05015108991585,0.015,0.134,1.704051968274e-39,"C1orf226"
7.91216210802812e-44,-1.27009291511507,0.029,0.164,1.72168647470692e-39,"DIO2"
7.93893777383942e-44,1.32798229402252,0.402,0.214,1.72751285958746e-39,"CCNY"
8.01163015603538e-44,-1.54431112235664,0.094,0.268,1.7433307219533e-39,"ZNF493"
8.05087014095084e-44,-1.52480487130603,0.089,0.262,1.7518693426709e-39,"ADORA1"
8.22031757470319e-44,-1.53830418034472,0.091,0.263,1.78874110425541e-39,"INTS3"
8.22951949411503e-44,-1.77231242694317,0.079,0.243,1.79074344191943e-39,"HS6ST1"
8.35610528569545e-44,4.8403615687615,0.107,0.004,1.81828851016733e-39,"LILRB2"
8.56620983941853e-44,1.4477088362067,0.567,0.429,1.86400726105747e-39,"MAFB"
9.40497814348331e-44,-1.35662198627356,0.14,0.327,2.04652324402197e-39,"EXOSC7"
9.66008918322642e-44,4.49761293028953,0.11,0.006,2.10203540627007e-39,"RASGRF1"
9.9006618280978e-44,-0.793351094002836,0.364,0.592,2.15438401379408e-39,"NARS"
1.06714221239811e-43,2.04565353263084,0.058,0.224,2.32210145417829e-39,"COL1A2"
1.06737048198751e-43,-2.26005486766772,0.037,0.175,2.32259816880482e-39,"LINC02802"
1.16470681905275e-43,1.66527387853015,0.329,0.149,2.53440203825879e-39,"AC016831.1"
1.18756672477359e-43,-1.04645534447181,0.233,0.44,2.58414519310732e-39,"NUDT16L1"
1.19231252386611e-43,-0.499662272881268,0.638,0.854,2.59447205193266e-39,"EID1"
1.20349673741354e-43,-0.865091904843534,0.285,0.512,2.61880890061187e-39,"URI1"
1.27817056937358e-43,-0.900306496931127,0.214,0.433,2.7812991589569e-39,"BMERB1"
1.28236414060433e-43,2.38754920905596,0.227,0.073,2.79042436995502e-39,"AC006059.1"
1.35079320829928e-43,-0.748639951461797,0.587,0.77,2.93932602125923e-39,"VKORC1"
1.39524112238922e-43,-1.93233265658438,0.073,0.233,3.03604468231894e-39,"ABAT"
1.41835647125756e-43,4.50449931587477,0.109,0.005,3.08634368145645e-39,"CD22"
1.43588677926626e-43,-3.24572549889692,0.01,0.122,3.12448963168338e-39,"PRICKLE1"
1.48688333510465e-43,-0.544710780945429,0.69,0.851,3.23545813718772e-39,"EIF3G"
1.49880730354348e-43,-1.39134674044954,0.094,0.269,3.2614046925106e-39,"JAG1"
1.51225077626703e-43,-0.603974043654976,0.55,0.764,3.29065768915706e-39,"RAD23A"
1.51971584368421e-43,-1.1857007278247,0.188,0.387,3.30690167585683e-39,"INTS10"
1.55340072203098e-43,-0.680177087159281,0.777,0.923,3.38019997113941e-39,"ARF4"
1.66274240490334e-43,-4.60368190296849,0.004,0.108,3.61812747306966e-39,"B3GALT5-AS1"
1.80195787423987e-43,-4.26146823544266,0.005,0.11,3.92106033434595e-39,"CGREF1"
1.86459820677261e-43,-5.14863074655426,0.008,0.118,4.0573656979372e-39,"CRYGS"
1.9236053640138e-43,1.68364012946742,0.278,0.106,4.18576527209403e-39,"PDE8A"
1.96171281731763e-43,1.78074671246428,0.286,0.116,4.26868709048316e-39,"MGST2"
2.07849370307833e-43,-4.81819705543488,0.004,0.106,4.52280229789844e-39,"C5orf49"
2.16308230754467e-43,-1.01858352622323,0.259,0.465,4.7068671012172e-39,"AKR7A2"
2.22899109893197e-43,2.30152434836557,0.203,0.056,4.85028463127598e-39,"PRKCZ"
2.29247243891324e-43,-1.05087210115875,0.191,0.397,4.98842002707522e-39,"LYPLA1"
2.29374113211539e-43,0.44430318658279,0.993,0.989,4.99118070348309e-39,"PRDX1"
2.35891420659566e-43,5.82948621245133,0.1,0.002,5.13299731355215e-39,"HCAR3"
2.41746620683041e-43,-1.87297465790528,0.053,0.203,5.26040646606296e-39,"BATF3"
2.4367594333848e-43,-1.03750212728757,0.243,0.451,5.30238852704532e-39,"SLC39A3"
2.56118160341328e-43,1.4132177591893,0.442,0.266,5.57313116902729e-39,"REEP3"
2.74397393360388e-43,1.0889395449557,0.475,0.275,5.97088727952204e-39,"YME1L1"
3.02847516697149e-43,1.60184827316749,0.351,0.172,6.58996196332996e-39,"ITPK1"
3.24243764979665e-43,-1.68640281933386,0.085,0.251,7.05554432595751e-39,"GATD1"
3.32404008264418e-43,0.912179681494417,0.813,0.787,7.23311121983374e-39,"RNH1"
3.45360554455825e-43,0.656574167657193,0.799,0.706,7.51504566495876e-39,"ARHGDIA"
3.53971628254212e-43,-3.09532629115446,0.016,0.134,7.70242263081166e-39,"MAP3K6"
3.63265639448865e-43,2.4524641939637,0.34,0.18,7.9046603144073e-39,"LANCL1"
3.68362865268671e-43,-3.24915232958385,0.013,0.127,8.01557594824628e-39,"ZFHX4-AS1"
3.83614739537271e-43,-1.58482111147162,0.094,0.264,8.34745673233102e-39,"MNAT1"
3.84750257835894e-43,-5.32320425157463,0.002,0.102,8.37216561050905e-39,"RAVER2"
