"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Astrocyte","Astrocyte","CADM3","CADM3",0.00116186513699689,0,"CADM3_CADM3","CADM3 - CADM3","CADM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Astrocyte","CD46","JAG1",0.00116186513699689,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"Astrocyte","Astrocyte","CD46","JAG1",0.00116186513699689,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"Microglia_Macrophage","Astrocyte","CD46","JAG1",0.00116186513699689,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"OPC","Astrocyte","CD46","JAG1",0.00116186513699689,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"Tumor","OPC","CD46","JAG1",0.00116186513699689,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"Astrocyte","OPC","CD46","JAG1",0.00116186513699689,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"Microglia_Macrophage","OPC","CD46","JAG1",0.00116186513699689,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"OPC","OPC","CD46","JAG1",0.00116186513699689,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"Tumor","Microglia_Macrophage","CD99","PILRA",0.00415277060793508,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Astrocyte","Microglia_Macrophage","CD99","PILRA",0.015846497435761,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Microglia_Macrophage","Microglia_Macrophage","CD99","PILRA",0.0074948348003229,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"T_cells","Microglia_Macrophage","CD99","PILRA",0.00948114623827653,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"OPC","Microglia_Macrophage","CD99","PILRA",0.00634766464845588,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Astrocyte","Astrocyte","CD99","CD99",0.182261425938632,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Astrocyte","CD99","CD99",0.0946371781854984,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Astrocyte","CD99","CD99",0.116995903130123,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Astrocyte","CD99","CD99",0.0812436983050443,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","CD99","CD99",0.0946371781854984,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","T_cells","CD99","CD99",0.116995903130123,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","OPC","CD99","CD99",0.0812436983050443,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Astrocyte","CDH2","CDH2",0.0103604863300186,0,"CDH2_CDH2","CDH2 - CDH2","CDH","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Astrocyte","CDH2","CDH2",0.0177215105167599,0,"CDH2_CDH2","CDH2 - CDH2","CDH","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","OPC","CDH2","CDH2",0.0177215105167599,0,"CDH2_CDH2","CDH2 - CDH2","CDH","Cell-Cell Contact","KEGG: hsa04514"
"OPC","OPC","CDH2","CDH2",0.0301531205568728,0,"CDH2_CDH2","CDH2 - CDH2","CDH","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","CLDN11","CLDN11",0.0165823219840808,0,"CLDN11_CLDN11","CLDN11 - CLDN11","CLDN","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","T_cells","CLEC2D","KLRB1",0.0046313176484453,0,"CLEC2D_KLRB1","CLEC2D - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Tumor","T_cells","CLEC2B","KLRB1",0.00921993484990274,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Microglia_Macrophage","T_cells","CLEC2B","KLRB1",0.0252070021037676,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"T_cells","T_cells","CLEC2B","KLRB1",0.0260784286899395,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Tumor","T_cells","CD69","KLRB1",0.0046313176484453,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Microglia_Macrophage","T_cells","CD69","KLRB1",0.0046313176484453,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"T_cells","T_cells","CD69","KLRB1",0.0461404019644245,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Tumor","Tumor","CNTN2","CNTN2",0.0046313176484453,0,"CNTN2_CNTN2","CNTN2 - CNTN2","CNTN","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","OPC","EFNA1","EPHA4",0.00116186513699689,0,"EFNA1_EPHA4","EFNA1 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"Astrocyte","OPC","EFNA1","EPHA4",0.00116186513699689,0,"EFNA1_EPHA4","EFNA1 - EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347"
"Astrocyte","OPC","EFNB2","EPHA4",0.00116186513699689,0,"EFNB2_EPHA4","EFNB2 - EPHA4","EPHB","Cell-Cell Contact","PMID: 15114347"
"OPC","OPC","EFNB2","EPHA4",0.00116186513699689,0,"EFNB2_EPHA4","EFNB2 - EPHA4","EPHB","Cell-Cell Contact","PMID: 15114347"
"Astrocyte","OPC","EFNB2","EPHB2",0.00116186513699689,0,"EFNB2_EPHB2","EFNB2 - EPHB2","EPHB","Cell-Cell Contact","PMID: 15114347"
"OPC","OPC","EFNB2","EPHB2",0.00116186513699689,0,"EFNB2_EPHB2","EFNB2 - EPHB2","EPHB","Cell-Cell Contact","PMID: 15114347"
"Tumor","Tumor","ICAM1","ITGAX_ITGB2",0.00260054110662437,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"Astrocyte","Tumor","ICAM1","ITGAX_ITGB2",0.00164233504373791,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"Microglia_Macrophage","Tumor","ICAM1","ITGAX_ITGB2",0.00260054110662437,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"Tumor","Microglia_Macrophage","ICAM1","ITGAX_ITGB2",0.005409942658115,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"Astrocyte","Microglia_Macrophage","ICAM1","ITGAX_ITGB2",0.00342012257198882,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"Microglia_Macrophage","Microglia_Macrophage","ICAM1","ITGAX_ITGB2",0.005409942658115,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"Tumor","Microglia_Macrophage","ICAM1","ITGAM_ITGB2",0.00430196332395786,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","ICAM1","ITGAM_ITGB2",0.00271855297891057,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Microglia_Macrophage","ICAM1","ITGAM_ITGB2",0.00430196332395786,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","ITGB2","ICAM1",0.00367376320047205,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Tumor","ITGB2","ICAM1",0.0100235913788619,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Astrocyte","ITGB2","ICAM1",0.00232103354603484,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Astrocyte","ITGB2","ICAM1",0.00634766464845588,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","ITGB2","ICAM1",0.00367376320047205,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Microglia_Macrophage","ITGB2","ICAM1",0.0100235913788619,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Tumor","JAM2","ITGAV_ITGB1",0.00415277060793508,0,"JAM2_ITGAV_ITGB1","JAM2 - (ITGAV+ITGB1)","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Astrocyte","JAM2","ITGAV_ITGB1",0.00219759400085888,0.01,"JAM2_ITGAV_ITGB1","JAM2 - (ITGAV+ITGB1)","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","JAM2","ITGAV_ITGB1",0.00219759400085888,0.01,"JAM2_ITGAV_ITGB1","JAM2 - (ITGAV+ITGB1)","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","T_cells","JAM2","ITGAV_ITGB1",0.00139329637140101,0.01,"JAM2_ITGAV_ITGB1","JAM2 - (ITGAV+ITGB1)","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","OPC","JAM2","ITGAV_ITGB1",0.00116186513699689,0.01,"JAM2_ITGAV_ITGB1","JAM2 - (ITGAV+ITGB1)","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","JAM3","ITGAM_ITGB2",0.00271855297891057,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"Astrocyte","Microglia_Macrophage","JAM3","ITGAM_ITGB2",0.00271855297891057,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"OPC","Microglia_Macrophage","JAM3","ITGAM_ITGB2",0.00271855297891057,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"Astrocyte","Tumor","JAM2","JAM3",0.00116186513699689,0,"JAM2_JAM3","JAM2 - JAM3","JAM","Cell-Cell Contact","PMC1237098;  PMID: 11590146"
"Astrocyte","Astrocyte","JAM2","JAM3",0.00116186513699689,0,"JAM2_JAM3","JAM2 - JAM3","JAM","Cell-Cell Contact","PMC1237098;  PMID: 11590146"
"Astrocyte","OPC","JAM2","JAM3",0.00116186513699689,0,"JAM2_JAM3","JAM2 - JAM3","JAM","Cell-Cell Contact","PMC1237098;  PMID: 11590146"
"Astrocyte","Astrocyte","JAM2","JAM2",0.00116186513699689,0,"JAM2_JAM2","JAM2 - JAM2","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Astrocyte","JAM3","JAM2",0.00116186513699689,0,"JAM3_JAM2","JAM3 - JAM2","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Astrocyte","JAM3","JAM2",0.00116186513699689,0,"JAM3_JAM2","JAM3 - JAM2","JAM","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Astrocyte","JAM3","JAM2",0.00116186513699689,0,"JAM3_JAM2","JAM3 - JAM2","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","JAM3","JAM3",0.00116186513699689,0,"JAM3_JAM3","JAM3 - JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Tumor","JAM3","JAM3",0.00116186513699689,0,"JAM3_JAM3","JAM3 - JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Tumor","JAM3","JAM3",0.00116186513699689,0,"JAM3_JAM3","JAM3 - JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Astrocyte","JAM3","JAM3",0.00116186513699689,0,"JAM3_JAM3","JAM3 - JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Astrocyte","JAM3","JAM3",0.00116186513699689,0,"JAM3_JAM3","JAM3 - JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Astrocyte","JAM3","JAM3",0.00116186513699689,0,"JAM3_JAM3","JAM3 - JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","OPC","JAM3","JAM3",0.00116186513699689,0,"JAM3_JAM3","JAM3 - JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","OPC","JAM3","JAM3",0.00116186513699689,0,"JAM3_JAM3","JAM3 - JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514"
"OPC","OPC","JAM3","JAM3",0.00116186513699689,0,"JAM3_JAM3","JAM3 - JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","MAG","MAG",0.0182714085037846,0,"MAG_MAG","MAG - MAG","MAG","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","HLA-DPA1","CD4",0.00879652892885815,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Tumor","HLA-DPA1","CD4",0.0055608987103529,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Tumor","HLA-DPA1","CD4",0.0138348020983978,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Tumor","HLA-DPA1","CD4",0.00530501142261404,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","HLA-DPA1","CD4",0.00879652892885815,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","HLA-DPA1","CD4",0.0055608987103529,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Microglia_Macrophage","HLA-DPA1","CD4",0.0138348020983978,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Microglia_Macrophage","HLA-DPA1","CD4",0.00530501142261404,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","HLA-DPB1","CD4",0.0070312495138558,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Tumor","HLA-DPB1","CD4",0.00184026194353973,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Tumor","HLA-DPB1","CD4",0.0122958746574362,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Tumor","HLA-DPB1","CD4",0.0046313176484453,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","HLA-DPB1","CD4",0.0070312495138558,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","HLA-DPB1","CD4",0.00184026194353973,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Microglia_Macrophage","HLA-DPB1","CD4",0.0122958746574362,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Microglia_Macrophage","HLA-DPB1","CD4",0.0046313176484453,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","HLA-DQA1","CD4",0.00347751460502472,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Tumor","HLA-DQA1","CD4",0.00116186513699689,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Tumor","HLA-DQA1","CD4",0.00664966681894719,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Tumor","HLA-DQA1","CD4",0.00347751460502472,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","HLA-DQA1","CD4",0.00347751460502472,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","HLA-DQA1","CD4",0.00116186513699689,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Microglia_Macrophage","HLA-DQA1","CD4",0.00664966681894719,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Microglia_Macrophage","HLA-DQA1","CD4",0.00347751460502472,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","HLA-DMA","CD4",0.0055608987103529,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Tumor","HLA-DMA","CD4",0.00116186513699689,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Tumor","HLA-DMA","CD4",0.00690486283243674,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Tumor","HLA-DMA","CD4",0.0046313176484453,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","HLA-DMA","CD4",0.0055608987103529,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","HLA-DMA","CD4",0.00116186513699689,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Microglia_Macrophage","HLA-DMA","CD4",0.00690486283243674,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Microglia_Macrophage","HLA-DMA","CD4",0.0046313176484453,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","HLA-DMB","CD4",0.00184026194353973,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Tumor","HLA-DMB","CD4",0.00184026194353973,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","HLA-DMB","CD4",0.00184026194353973,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Microglia_Macrophage","HLA-DMB","CD4",0.00184026194353973,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","HLA-DQB1","CD4",0.00631042731270482,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Tumor","HLA-DQB1","CD4",0.00116186513699689,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Tumor","HLA-DQB1","CD4",0.0117419543153444,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Tumor","HLA-DQB1","CD4",0.0046313176484453,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","HLA-DQB1","CD4",0.00631042731270482,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","HLA-DQB1","CD4",0.00116186513699689,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Microglia_Macrophage","HLA-DQB1","CD4",0.0117419543153444,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Microglia_Macrophage","HLA-DQB1","CD4",0.0046313176484453,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","HLA-DRA","CD4",0.0144733492321563,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Tumor","HLA-DRA","CD4",0.00931979562478993,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Tumor","HLA-DRA","CD4",0.0210770704111426,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Tumor","HLA-DRA","CD4",0.0077961401569489,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Tumor","HLA-DRA","CD4",0.00116186513699689,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","HLA-DRA","CD4",0.0144733492321563,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","HLA-DRA","CD4",0.00931979562478993,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Microglia_Macrophage","HLA-DRA","CD4",0.0210770704111426,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Microglia_Macrophage","HLA-DRA","CD4",0.0077961401569489,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Microglia_Macrophage","HLA-DRA","CD4",0.00116186513699689,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","HLA-DRB1","CD4",0.0127177996656936,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Tumor","HLA-DRB1","CD4",0.0074948348003229,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Tumor","HLA-DRB1","CD4",0.017072907233714,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Tumor","HLA-DRB1","CD4",0.00712581771147535,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Tumor","HLA-DRB1","CD4",0.00116186513699689,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","HLA-DRB1","CD4",0.0127177996656936,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","HLA-DRB1","CD4",0.0074948348003229,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Microglia_Macrophage","HLA-DRB1","CD4",0.017072907233714,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Microglia_Macrophage","HLA-DRB1","CD4",0.00712581771147535,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Microglia_Macrophage","HLA-DRB1","CD4",0.00116186513699689,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Tumor","HLA-DRB5","CD4",0.00615246811133377,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Tumor","HLA-DRB5","CD4",0.00184026194353973,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Microglia_Macrophage","Tumor","HLA-DRB5","CD4",0.00958739724614865,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Tumor","HLA-DRB5","CD4",0.0046313176484453,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Microglia_Macrophage","HLA-DRB5","CD4",0.00615246811133377,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Microglia_Macrophage","HLA-DRB5","CD4",0.00184026194353973,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
