"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Microglia_Macrophage","Microglia_Macrophage","HLA-DRB5","CD4",0.00958739724614865,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_cells","Microglia_Macrophage","HLA-DRB5","CD4",0.0046313176484453,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Astrocyte","MPZL1","MPZL1",0.00116186513699689,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Astrocyte","MPZL1","MPZL1",0.00116186513699689,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","OPC","MPZL1","MPZL1",0.00116186513699689,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"OPC","OPC","MPZL1","MPZL1",0.00116186513699689,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Astrocyte","NCAM1","FGFR1",0.00415277060793508,0,"NCAM1_FGFR1","NCAM1 - FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257"
"OPC","Astrocyte","NCAM1","FGFR1",0.00597779386346558,0,"NCAM1_FGFR1","NCAM1 - FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257"
"Astrocyte","Tumor","NCAM1","NCAM1",0.00415277060793508,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Tumor","NCAM1","NCAM1",0.00597779386346558,0.02,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Astrocyte","NCAM1","NCAM1",0.00415277060793508,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Astrocyte","NCAM1","NCAM1",0.0147294102738761,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Astrocyte","NCAM1","NCAM1",0.0211040590459202,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","OPC","NCAM1","NCAM1",0.00597779386346558,0.02,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","OPC","NCAM1","NCAM1",0.0211040590459202,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"OPC","OPC","NCAM1","NCAM1",0.0301531205568728,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Astrocyte","NCAM1","NCAM2",0.00116186513699689,0,"NCAM1_NCAM2","NCAM1 - NCAM2","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Astrocyte","NCAM1","NCAM2",0.00415277060793508,0,"NCAM1_NCAM2","NCAM1 - NCAM2","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Astrocyte","NCAM1","NCAM2",0.00597779386346558,0,"NCAM1_NCAM2","NCAM1 - NCAM2","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","Astrocyte","LRRC4B","PTPRF",0.00116186513699689,0,"LRRC4B_PTPRF","LRRC4B - PTPRF","NGL","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Astrocyte","LRRC4B","PTPRF",0.00116186513699689,0,"LRRC4B_PTPRF","LRRC4B - PTPRF","NGL","Cell-Cell Contact","KEGG: hsa04514"
"OPC","OPC","DLL1","NOTCH1",0.00116186513699689,0,"DLL1_NOTCH1","DLL1 - NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464"
"OPC","OPC","DLL3","NOTCH1",0.00184026194353973,0,"DLL3_NOTCH1","DLL3 - NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464"
"OPC","Astrocyte","DLL3","NOTCH2",0.00184026194353973,0,"DLL3_NOTCH2","DLL3 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"Astrocyte","OPC","JAG1","NOTCH1",0.00116186513699689,0,"JAG1_NOTCH1","JAG1 - NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464"
"OPC","OPC","JAG1","NOTCH1",0.00116186513699689,0,"JAG1_NOTCH1","JAG1 - NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464"
"Astrocyte","Astrocyte","JAG1","NOTCH2",0.00116186513699689,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"OPC","Astrocyte","JAG1","NOTCH2",0.00116186513699689,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"OPC","Astrocyte","DLL1","NOTCH2",0.00116186513699689,0,"DLL1_NOTCH2","DLL1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464"
"Astrocyte","Astrocyte","NRXN1","NLGN1",0.00116186513699689,0,"NRXN1_NLGN1","NRXN1 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Astrocyte","NRXN1","NLGN1",0.00133155077470571,0,"NRXN1_NLGN1","NRXN1 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"Astrocyte","OPC","NRXN1","NLGN1",0.00116186513699689,0,"NRXN1_NLGN1","NRXN1 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"OPC","OPC","NRXN1","NLGN1",0.00133155077470571,0,"NRXN1_NLGN1","NRXN1 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"OPC","Astrocyte","NRXN2","NLGN1",0.00116186513699689,0,"NRXN2_NLGN1","NRXN2 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"OPC","OPC","NRXN2","NLGN1",0.00116186513699689,0,"NRXN2_NLGN1","NRXN2 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"Tumor","Astrocyte","SEMA4D","PLXNB2",0.00116186513699689,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Astrocyte","Astrocyte","SEMA5A","PLXNA3",0.00116186513699689,0,"SEMA5A_PLXNA3","SEMA5A - PLXNA3","SEMA5","Cell-Cell Contact","PMID: 27533782"
"OPC","Astrocyte","SEMA5A","PLXNA3",0.00116186513699689,0,"SEMA5A_PLXNA3","SEMA5A - PLXNA3","SEMA5","Cell-Cell Contact","PMID: 27533782"
"Astrocyte","OPC","SEMA6A","PLXNA2",0.00116186513699689,0,"SEMA6A_PLXNA2","SEMA6A - PLXNA2","SEMA6","Cell-Cell Contact","PMID: 27533782"
"Astrocyte","OPC","SEMA6A","PLXNA4",0.00116186513699689,0,"SEMA6A_PLXNA4","SEMA6A - PLXNA4","SEMA6","Cell-Cell Contact","PMID: 27533782"
"Astrocyte","Microglia_Macrophage","THY1","ITGAM_ITGB2",0.0107862429965537,0,"THY1_ITGAM_ITGB2","THY1 - (ITGAM+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"OPC","Microglia_Macrophage","THY1","ITGAM_ITGB2",0.00967790041945634,0,"THY1_ITGAM_ITGB2","THY1 - (ITGAM+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"Astrocyte","Tumor","THY1","ITGAX_ITGB2",0.00653713169355408,0,"THY1_ITGAX_ITGB2","THY1 - (ITGAX+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"OPC","Tumor","THY1","ITGAX_ITGB2",0.00586281968024218,0,"THY1_ITGAX_ITGB2","THY1 - (ITGAX+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"Astrocyte","Microglia_Macrophage","THY1","ITGAX_ITGB2",0.0135415490156113,0,"THY1_ITGAX_ITGB2","THY1 - (ITGAX+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"OPC","Microglia_Macrophage","THY1","ITGAX_ITGB2",0.0121535628730393,0,"THY1_ITGAX_ITGB2","THY1 - (ITGAX+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
